"Sim","Spread_Frac","Pp","Virus_D","Max_Productive","Max_Virions","Max_Semi"
2,0.75,1,2.097e+15,6826,804930,0
2,0.9,0.575,419.4,592,131349,150
2,0.9,0.575,838.8,604,132802,158
2,0.9,0.575,1258.2,619,141418,146
2,0.9,0.575,1677.6,607,138240,165
2,0.9,0.575,2097,669,141037,152
2,0.9,0.575,4194,626,140201,181
2,0.9,0.575,8388,757,162903,251
2,0.9,0.575,12582,720,167106,299
2,0.9,0.575,16776,870,197229,384
2,0.9,0.575,20970,891,197592,458
2,0.9,0.575,41940,1103,245699,651
2,0.9,0.575,83880,1391,311214,938
2,0.9,0.575,125820,1654,350624,1125
2,0.9,0.575,167760,1903,398911,1248
2,0.9,0.575,209700,2078,427300,1409
2,0.9,0.575,419400,2655,514719,1769
2,0.9,0.575,838800,3097,581406,2258
2,0.9,0.575,1258200,3719,642047,2624
2,0.9,0.575,1677600,3616,630898,2784
2,0.9,0.575,2097000,3855,651666,2855
2,0.9,0.575,4194000,4275,683302,3208
2,0.9,0.575,8388000,4451,692471,3215
2,0.9,0.575,12582000,4444,687823,3282
2,0.9,0.575,16776000,4432,688967,3307
2,0.9,0.575,20970000,4422,686979,3287
2,0.9,0.575,2.097e+09,4405,684106,3285
2,0.9,0.575,2.097e+12,4465,691388,3301
2,0.9,0.575,2.097e+15,4304,682706,3219
2,0.9,1,419.4,1452,316070,0
2,0.9,1,838.8,1411,312632,0
2,0.9,1,1258.2,1475,321270,0
2,0.9,1,1677.6,1429,313975,0
2,0.9,1,2097,1394,310102,0
2,0.9,1,4194,1445,314209,0
2,0.9,1,8388,1604,351111,0
2,0.9,1,12582,1791,387220,0
2,0.9,1,16776,1901,405442,0
2,0.9,1,20970,2012,428883,0
2,0.9,1,41940,2648,519240,0
2,0.9,1,83880,3212,599167,0
2,0.9,1,125820,3653,638433,0
2,0.9,1,167760,4027,676283,0
2,0.9,1,209700,4103,688517,0
2,0.9,1,419400,4992,738691,0
2,0.9,1,838800,5502,761353,0
2,0.9,1,1258200,5871,776841,0
2,0.9,1,1677600,6030,776272,0
2,0.9,1,2097000,6081,779372,0
2,0.9,1,4194000,6379,784492,0
2,0.9,1,8388000,6420,787083,0
2,0.9,1,12582000,6452,794244,0
2,0.9,1,16776000,6451,784960,0
2,0.9,1,20970000,6291,772960,0
2,0.9,1,2.097e+09,6495,789136,0
2,0.9,1,2.097e+12,6491,786398,0
2,0.9,1,2.097e+15,6333,772757,0
2,1,0.575,419.4,665,148277,162
2,1,0.575,838.8,665,148277,162
2,1,0.575,1258.2,665,148277,162
2,1,0.575,1677.6,665,148277,162
2,1,0.575,2097,665,148277,162
2,1,0.575,4194,665,148277,162
2,1,0.575,8388,665,148277,162
2,1,0.575,12582,665,148277,162
2,1,0.575,16776,665,148277,162
2,1,0.575,20970,665,148277,162
2,1,0.575,41940,665,148277,162
2,1,0.575,83880,665,148277,162
2,1,0.575,125820,665,148277,162
2,1,0.575,167760,665,148277,162
2,1,0.575,209700,665,148277,162
2,1,0.575,419400,665,148277,162
2,1,0.575,838800,665,148277,162
2,1,0.575,1258200,665,148277,162
2,1,0.575,1677600,665,148277,162
2,1,0.575,2097000,665,148277,162
2,1,0.575,4194000,665,148277,162
2,1,0.575,8388000,665,148277,162
2,1,0.575,12582000,665,148277,162
2,1,0.575,16776000,665,148277,162
2,1,0.575,20970000,665,148277,162
2,1,0.575,2.097e+09,665,148277,162
2,1,0.575,2.097e+12,665,148277,162
2,1,0.575,2.097e+15,665,148277,162
2,1,1,419.4,1539,337625,0
2,1,1,838.8,1539,337625,0
2,1,1,1258.2,1539,337625,0
2,1,1,1677.6,1539,337625,0
2,1,1,2097,1539,337625,0
2,1,1,4194,1539,337625,0
2,1,1,8388,1539,337625,0
2,1,1,12582,1539,337625,0
2,1,1,16776,1539,337625,0
2,1,1,20970,1539,337625,0
2,1,1,41940,1539,337625,0
2,1,1,83880,1539,337625,0
2,1,1,125820,1539,337625,0
2,1,1,167760,1539,337625,0
2,1,1,209700,1539,337625,0
2,1,1,419400,1539,337625,0
2,1,1,838800,1539,337625,0
2,1,1,1258200,1539,337625,0
2,1,1,1677600,1539,337625,0
2,1,1,2097000,1539,337625,0
2,1,1,4194000,1539,337625,0
2,1,1,8388000,1539,337625,0
2,1,1,12582000,1539,337625,0
2,1,1,16776000,1539,337625,0
2,1,1,20970000,1539,337625,0
2,1,1,2.097e+09,1539,337625,0
2,1,1,2.097e+12,1539,337625,0
2,1,1,2.097e+15,1539,337625,0
3,0,0.575,419.4,93,19948,78
3,0,0.575,838.8,140,32428,90
3,0,0.575,1258.2,172,39380,121
3,0,0.575,1677.6,217,50571,153
3,0,0.575,2097,253,61013,178
3,0,0.575,4194,522,119255,323
3,0,0.575,8388,863,205441,578
3,0,0.575,12582,1040,246284,665
3,0,0.575,16776,1212,284944,770
3,0,0.575,20970,1321,304051,833
3,0,0.575,41940,1823,397062,1187
3,0,0.575,83880,2315,491002,1591
3,0,0.575,125820,2787,552940,1886
3,0,0.575,167760,2940,577789,2019
3,0,0.575,209700,3223,629584,2303
3,0,0.575,419400,3982,697912,3065
3,0,0.575,838800,4952,759240,4707
3,0,0.575,1258200,5420,764287,5630
3,0,0.575,1677600,5667,779524,5862
3,0,0.575,2097000,5715,779399,5835
3,0,0.575,4194000,5776,779588,6117
3,0,0.575,8388000,5627,767447,6052
3,0,0.575,12582000,5813,775376,6093
3,0,0.575,16776000,5676,771816,6134
3,0,0.575,20970000,5612,761676,6072
3,0,0.575,2.097e+09,5720,776579,5982
3,0,0.575,2.097e+12,5801,786018,6063
3,0,0.575,2.097e+15,5787,785689,6172
3,0,1,419.4,371,86701,0
3,0,1,838.8,577,136030,0
3,0,1,1258.2,747,175531,0
3,0,1,1677.6,924,214057,0
3,0,1,2097,917,221100,0
3,0,1,4194,1311,302459,0
3,0,1,8388,1669,381362,0
3,0,1,12582,2070,458680,0
3,0,1,16776,2389,506413,0
3,0,1,20970,2417,512744,0
3,0,1,41940,3236,618999,0
3,0,1,83880,4097,706842,0
3,0,1,125820,4562,747082,0
3,0,1,167760,4756,748615,0
3,0,1,209700,5010,771197,0
3,0,1,419400,5769,791429,0
3,0,1,838800,6441,803726,0
3,0,1,1258200,6512,803091,0
3,0,1,1677600,6681,816449,0
3,0,1,2097000,6640,811486,0
3,0,1,4194000,6582,803529,0
3,0,1,8388000,6669,814178,0
3,0,1,12582000,6638,806504,0
3,0,1,16776000,6597,812852,0
3,0,1,20970000,6513,797839,0
3,0,1,2.097e+09,6655,815865,0
3,0,1,2.097e+12,6615,804594,0
3,0,1,2.097e+15,6640,813247,0
3,0.1,0.575,419.4,105,24359,75
3,0.1,0.575,838.8,153,36492,102
3,0.1,0.575,1258.2,211,47836,128
3,0.1,0.575,1677.6,243,56604,146
3,0.1,0.575,2097,262,61197,166
3,0.1,0.575,4194,495,112818,300
3,0.1,0.575,8388,864,205153,530
3,0.1,0.575,12582,1055,244836,619
3,0.1,0.575,16776,1211,285855,752
3,0.1,0.575,20970,1269,296468,794
3,0.1,0.575,41940,1793,394361,1098
3,0.1,0.575,83880,2325,478702,1472
3,0.1,0.575,125820,2662,535563,1800
3,0.1,0.575,167760,2943,584565,1997
3,0.1,0.575,209700,3180,611758,2236
3,0.1,0.575,419400,3986,697134,2960
3,0.1,0.575,838800,4910,752245,4190
3,0.1,0.575,1258200,5369,762115,4916
3,0.1,0.575,1677600,5264,749250,4929
3,0.1,0.575,2097000,5668,775547,5278
3,0.1,0.575,4194000,5861,778446,5794
3,0.1,0.575,8388000,5867,777104,5712
3,0.1,0.575,12582000,5950,792925,5795
3,0.1,0.575,16776000,5897,783868,5803
3,0.1,0.575,20970000,5891,779336,5840
3,0.1,0.575,2.097e+09,5897,780159,5853
3,0.1,0.575,2.097e+12,5874,786599,5840
3,0.1,0.575,2.097e+15,5861,779549,5817
3,0.1,1,419.4,631,142799,0
3,0.1,1,838.8,806,190131,0
3,0.1,1,1258.2,837,199400,0
3,0.1,1,1677.6,894,211141,0
3,0.1,1,2097,1016,239925,0
3,0.1,1,4194,1307,302188,0
3,0.1,1,8388,1745,387608,0
3,0.1,1,12582,2070,449072,0
3,0.1,1,16776,2349,485522,0
3,0.1,1,20970,2572,533034,0
3,0.1,1,41940,3207,612089,0
3,0.1,1,83880,4141,711643,0
3,0.1,1,125820,4592,728615,0
3,0.1,1,167760,4917,753133,0
3,0.1,1,209700,5121,768405,0
3,0.1,1,419400,5995,797905,0
3,0.1,1,838800,6433,808327,0
3,0.1,1,1258200,6574,808755,0
3,0.1,1,1677600,6624,802138,0
3,0.1,1,2097000,6693,805397,0
3,0.1,1,4194000,6844,808596,0
3,0.1,1,8388000,6792,808521,0
3,0.1,1,12582000,6841,809605,0
3,0.1,1,16776000,6877,818224,0
3,0.1,1,20970000,6851,807736,0
3,0.1,1,2.097e+09,6865,817671,0
3,0.1,1,2.097e+12,6739,810792,0
3,0.1,1,2.097e+15,6803,805221,0
3,0.25,0.575,419.4,180,41640,93
3,0.25,0.575,838.8,227,49641,105
3,0.25,0.575,1258.2,259,57378,118
3,0.25,0.575,1677.6,308,69411,147
3,0.25,0.575,2097,335,74892,172
3,0.25,0.575,4194,537,123511,282
3,0.25,0.575,8388,865,202471,478
3,0.25,0.575,12582,985,233388,616
3,0.25,0.575,16776,1141,262651,655
3,0.25,0.575,20970,1283,288793,744
3,0.25,0.575,41940,1637,361793,1039
3,0.25,0.575,83880,2268,478126,1404
3,0.25,0.575,125820,2611,524072,1644
3,0.25,0.575,167760,2814,563234,1910
3,0.25,0.575,209700,3088,593829,2070
3,0.25,0.575,419400,3994,690986,2831
3,0.25,0.575,838800,4589,717272,3581
3,0.25,0.575,1258200,5099,747106,4085
3,0.25,0.575,1677600,5369,754554,4425
3,0.25,0.575,2097000,5490,765631,4683
3,0.25,0.575,4194000,5792,770561,5180
3,0.25,0.575,8388000,5863,777892,5373
3,0.25,0.575,12582000,5954,776317,5398
3,0.25,0.575,16776000,5900,779072,5381
3,0.25,0.575,20970000,5909,770422,5400
3,0.25,0.575,2.097e+09,5881,770337,5335
3,0.25,0.575,2.097e+12,5857,773122,5344
3,0.25,0.575,2.097e+15,5982,775665,5455
3,0.25,1,419.4,871,206534,0
3,0.25,1,838.8,975,224408,0
3,0.25,1,1258.2,986,228973,0
3,0.25,1,1677.6,1044,242616,0
3,0.25,1,2097,1077,248899,0
3,0.25,1,4194,1333,308328,0
3,0.25,1,8388,1846,406598,0
3,0.25,1,12582,2085,445641,0
3,0.25,1,16776,2423,503533,0
3,0.25,1,20970,2594,522854,0
3,0.25,1,41940,3232,613035,0
3,0.25,1,83880,4129,711158,0
3,0.25,1,125820,4690,739985,0
3,0.25,1,167760,5070,760054,0
3,0.25,1,209700,5080,749199,0
3,0.25,1,419400,5825,778792,0
3,0.25,1,838800,6465,803440,0
3,0.25,1,1258200,6670,802835,0
3,0.25,1,1677600,6673,798115,0
3,0.25,1,2097000,6870,819151,0
3,0.25,1,4194000,6978,818341,0
3,0.25,1,8388000,7064,811578,0
3,0.25,1,12582000,6876,800655,0
3,0.25,1,16776000,6990,812571,0
3,0.25,1,20970000,6962,811416,0
3,0.25,1,2.097e+09,6965,811482,0
3,0.25,1,2.097e+12,6926,799582,0
3,0.25,1,2.097e+15,6949,807835,0
3,0.5,0.575,419.4,347,75947,113
3,0.5,0.575,838.8,335,76084,128
3,0.5,0.575,1258.2,352,81073,130
3,0.5,0.575,1677.6,394,90085,156
3,0.5,0.575,2097,417,97388,163
3,0.5,0.575,4194,574,130998,247
3,0.5,0.575,8388,894,201577,408
3,0.5,0.575,12582,940,221598,506
3,0.5,0.575,16776,1079,246382,607
3,0.5,0.575,20970,1226,279205,662
3,0.5,0.575,41940,1592,350474,928
3,0.5,0.575,83880,2008,430307,1262
3,0.5,0.575,125820,2357,490683,1498
3,0.5,0.575,167760,2750,539947,1743
3,0.5,0.575,209700,2968,573690,1927
3,0.5,0.575,419400,3652,642297,2491
3,0.5,0.575,838800,4513,714655,3352
3,0.5,0.575,1258200,4675,718539,3598
3,0.5,0.575,1677600,5170,748623,3855
3,0.5,0.575,2097000,5265,751953,4201
3,0.5,0.575,4194000,5682,767231,4668
3,0.5,0.575,8388000,5783,771413,4836
3,0.5,0.575,12582000,5767,762300,4847
3,0.5,0.575,16776000,5759,763326,4841
3,0.5,0.575,20970000,5764,770280,4832
3,0.5,0.575,2.097e+09,5801,771816,4872
3,0.5,0.575,2.097e+12,5717,759459,4805
3,0.5,0.575,2.097e+15,5774,767850,4841
3,0.5,1,419.4,1148,265332,0
3,0.5,1,838.8,1146,257227,0
3,0.5,1,1258.2,1163,269620,0
3,0.5,1,1677.6,1273,285799,0
3,0.5,1,2097,1223,280519,0
3,0.5,1,4194,1433,316414,0
3,0.5,1,8388,1756,379510,0
3,0.5,1,12582,2100,445024,0
3,0.5,1,16776,2288,486418,0
3,0.5,1,20970,2488,507468,0
3,0.5,1,41940,3255,613919,0
3,0.5,1,83880,3993,685763,0
3,0.5,1,125820,4420,715178,0
3,0.5,1,167760,4913,733643,0
3,0.5,1,209700,4960,749739,0
3,0.5,1,419400,5927,784612,0
3,0.5,1,838800,6284,783687,0
3,0.5,1,1258200,6542,796498,0
3,0.5,1,1677600,6746,808015,0
3,0.5,1,2097000,6801,800272,0
3,0.5,1,4194000,6908,799476,0
3,0.5,1,8388000,7043,806461,0
3,0.5,1,12582000,6976,793606,0
3,0.5,1,16776000,6959,801770,0
3,0.5,1,20970000,6953,800826,0
3,0.5,1,2.097e+09,6925,798740,0
3,0.5,1,2.097e+12,6978,796003,0
3,0.5,1,2.097e+15,7010,804127,0
3,0.75,0.575,419.4,521,115433,136
3,0.75,0.575,838.8,481,110583,139
3,0.75,0.575,1258.2,478,108540,148
3,0.75,0.575,1677.6,541,116410,157
3,0.75,0.575,2097,489,114262,158
3,0.75,0.575,4194,569,125769,213
3,0.75,0.575,8388,791,176833,332
3,0.75,0.575,12582,864,196512,394
3,0.75,0.575,16776,975,224340,478
3,0.75,0.575,20970,1074,240393,536
3,0.75,0.575,41940,1329,299747,783
3,0.75,0.575,83880,1740,373868,1168
3,0.75,0.575,125820,2186,452073,1399
3,0.75,0.575,167760,2330,476167,1474
3,0.75,0.575,209700,2580,513950,1710
3,0.75,0.575,419400,3505,632186,2362
3,0.75,0.575,838800,3819,653568,2790
3,0.75,0.575,1258200,4652,717560,3403
3,0.75,0.575,1677600,4694,715000,3541
3,0.75,0.575,2097000,5063,739341,3594
3,0.75,0.575,4194000,5181,745956,3879
3,0.75,0.575,8388000,5123,725985,4107
3,0.75,0.575,12582000,5275,737052,4134
3,0.75,0.575,16776000,5321,737513,4128
3,0.75,0.575,20970000,5299,740846,4045
3,0.75,0.575,2.097e+09,5298,732844,4122
3,0.75,0.575,2.097e+12,5338,736876,4081
3,0.75,0.575,2.097e+15,5278,737059,4114
3,0.75,1,419.4,1347,298400,0
3,0.75,1,838.8,1321,294346,0
3,0.75,1,1258.2,1314,293880,0
3,0.75,1,1677.6,1445,321475,0
3,0.75,1,2097,1327,301586,0
3,0.75,1,4194,1498,326871,0
3,0.75,1,8388,1663,365686,0
3,0.75,1,12582,1978,417121,0
3,0.75,1,16776,2196,459457,0
3,0.75,1,20970,2410,478146,0
3,0.75,1,41940,3005,577658,0
3,0.75,1,83880,3542,634900,0
3,0.75,1,125820,4241,699045,0
3,0.75,1,167760,4747,730684,0
3,0.75,1,209700,4752,735945,0
3,0.75,1,419400,5580,771207,0
3,0.75,1,838800,5996,776461,0
3,0.75,1,1258200,6438,789389,0
3,0.75,1,1677600,6378,781834,0
3,0.75,1,2097000,6452,788130,0
3,0.75,1,4194000,6734,789833,0
3,0.75,1,8388000,6806,788488,0
3,0.75,1,12582000,6894,807937,0
3,0.75,1,16776000,6769,792931,0
3,0.75,1,20970000,6742,784640,0
3,0.75,1,2.097e+09,6855,800392,0
3,0.75,1,2.097e+12,6831,797754,0
3,0.75,1,2.097e+15,6754,788426,0
3,0.9,0.575,419.4,554,124757,157
3,0.9,0.575,838.8,594,126892,155
3,0.9,0.575,1258.2,602,134302,157
3,0.9,0.575,1677.6,584,129655,149
3,0.9,0.575,2097,582,129437,158
3,0.9,0.575,4194,629,144525,195
3,0.9,0.575,8388,708,155223,238
3,0.9,0.575,12582,778,173677,296
3,0.9,0.575,16776,794,178314,359
3,0.9,0.575,20970,867,198549,397
3,0.9,0.575,41940,1117,249052,656
3,0.9,0.575,83880,1485,322587,938
3,0.9,0.575,125820,1724,370321,1160
3,0.9,0.575,167760,1845,398788,1276
3,0.9,0.575,209700,1902,407626,1380
3,0.9,0.575,419400,2563,509778,1877
3,0.9,0.575,838800,3370,606828,2421
3,0.9,0.575,1258200,3761,647421,2735
3,0.9,0.575,1677600,3929,652588,2783
3,0.9,0.575,2097000,3994,651111,2860
3,0.9,0.575,4194000,4395,688557,3162
3,0.9,0.575,8388000,4359,686057,3295
3,0.9,0.575,12582000,4475,691251,3232
3,0.9,0.575,16776000,4442,688594,3262
3,0.9,0.575,20970000,4376,685778,3128
3,0.9,0.575,2.097e+09,4513,691423,3356
3,0.9,0.575,2.097e+12,4439,688717,3335
3,0.9,0.575,2.097e+15,4460,691643,3256
3,0.9,1,419.4,1488,324942,0
3,0.9,1,838.8,1451,312178,0
3,0.9,1,1258.2,1548,328001,0
3,0.9,1,1677.6,1406,313084,0
3,0.9,1,2097,1449,319180,0
3,0.9,1,4194,1530,330858,0
3,0.9,1,8388,1631,350306,0
3,0.9,1,12582,1787,380952,0
3,0.9,1,16776,2016,418506,0
3,0.9,1,20970,1994,416843,0
3,0.9,1,41940,2747,542609,0
3,0.9,1,83880,3393,618911,0
3,0.9,1,125820,3761,644967,0
3,0.9,1,167760,4145,682789,0
3,0.9,1,209700,4203,698561,0
3,0.9,1,419400,5192,751803,0
3,0.9,1,838800,5724,764817,0
3,0.9,1,1258200,5799,768207,0
3,0.9,1,1677600,6160,772728,0
3,0.9,1,2097000,6028,768187,0
3,0.9,1,4194000,6393,787274,0
3,0.9,1,8388000,6448,789325,0
3,0.9,1,12582000,6458,786461,0
3,0.9,1,16776000,6487,788753,0
3,0.9,1,20970000,6487,789493,0
3,0.9,1,2.097e+09,6515,786643,0
3,0.9,1,2.097e+12,6492,795904,0
3,0.9,1,2.097e+15,6370,780350,0
3,1,0.575,419.4,648,144465,157
3,1,0.575,838.8,648,144465,157
3,1,0.575,1258.2,648,144465,157
3,1,0.575,1677.6,648,144465,157
3,1,0.575,2097,648,144465,157
3,1,0.575,4194,648,144465,157
3,1,0.575,8388,648,144465,157
3,1,0.575,12582,648,144465,157
3,1,0.575,16776,648,144465,157
3,1,0.575,20970,648,144465,157
3,1,0.575,41940,648,144465,157
3,1,0.575,83880,648,144465,157
3,1,0.575,125820,648,144465,157
3,1,0.575,167760,648,144465,157
3,1,0.575,209700,648,144465,157
3,1,0.575,419400,648,144465,157
3,1,0.575,838800,648,144465,157
3,1,0.575,1258200,648,144465,157
3,1,0.575,1677600,648,144465,157
3,1,0.575,2097000,648,144465,157
3,1,0.575,4194000,648,144465,157
3,1,0.575,8388000,648,144465,157
3,1,0.575,12582000,648,144465,157
3,1,0.575,16776000,648,144465,157
3,1,0.575,20970000,648,144465,157
3,1,0.575,2.097e+09,648,144465,157
3,1,0.575,2.097e+12,648,144465,157
3,1,0.575,2.097e+15,648,144465,157
3,1,1,419.4,1555,337077,0
3,1,1,838.8,1555,337077,0
3,1,1,1258.2,1555,337077,0
3,1,1,1677.6,1555,337077,0
3,1,1,2097,1555,337077,0
3,1,1,4194,1555,337077,0
3,1,1,8388,1555,337077,0
3,1,1,12582,1555,337077,0
3,1,1,16776,1555,337077,0
3,1,1,20970,1555,337077,0
3,1,1,41940,1555,337077,0
3,1,1,83880,1555,337077,0
3,1,1,125820,1555,337077,0
3,1,1,167760,1555,337077,0
3,1,1,209700,1555,337077,0
3,1,1,419400,1555,337077,0
3,1,1,838800,1555,337077,0
3,1,1,1258200,1555,337077,0
3,1,1,1677600,1555,337077,0
3,1,1,2097000,1555,337077,0
3,1,1,4194000,1555,337077,0
3,1,1,8388000,1555,337077,0
3,1,1,12582000,1555,337077,0
3,1,1,16776000,1555,337077,0
3,1,1,20970000,1555,337077,0
3,1,1,2.097e+09,1555,337077,0
3,1,1,2.097e+12,1555,337077,0
3,1,1,2.097e+15,1555,337077,0
4,0,0.575,419.4,92,19270,63
4,0,0.575,838.8,144,30286,85
4,0,0.575,1258.2,170,39112,122
4,0,0.575,1677.6,217,50818,151
4,0,0.575,2097,255,59831,172
4,0,0.575,4194,509,118016,343
4,0,0.575,8388,885,213438,542
4,0,0.575,12582,1064,248473,673
4,0,0.575,16776,1126,269725,757
4,0,0.575,20970,1272,295712,865
4,0,0.575,41940,1734,389845,1130
4,0,0.575,83880,2288,483175,1545
4,0,0.575,125820,2667,541080,1840
4,0,0.575,167760,2926,582024,2077
4,0,0.575,209700,3221,614886,2284
4,0,0.575,419400,3975,694789,3044
4,0,0.575,838800,4840,749991,4297
4,0,0.575,1258200,5454,778733,5545
4,0,0.575,1677600,5632,774421,5823
4,0,0.575,2097000,5726,784054,5965
4,0,0.575,4194000,5687,776249,6037
4,0,0.575,8388000,5736,782509,6019
4,0,0.575,12582000,5716,774791,6024
4,0,0.575,16776000,5696,775703,6057
4,0,0.575,20970000,5816,791578,6070
4,0,0.575,2.097e+09,5775,777802,6131
4,0,0.575,2.097e+12,5738,777441,6070
4,0,0.575,2.097e+15,5751,783876,6094
4,0,1,419.4,333,80117,0
4,0,1,838.8,590,133995,0
4,0,1,1258.2,747,181537,0
4,0,1,1677.6,860,205991,0
4,0,1,2097,939,224561,0
4,0,1,4194,1289,304075,0
4,0,1,8388,1752,390851,0
4,0,1,12582,2087,448360,0
4,0,1,16776,2323,489240,0
4,0,1,20970,2609,535719,0
4,0,1,41940,3129,606968,0
4,0,1,83880,4093,697351,0
4,0,1,125820,4502,738695,0
4,0,1,167760,4762,753063,0
4,0,1,209700,5074,765049,0
4,0,1,419400,5766,788260,0
4,0,1,838800,6276,802950,0
4,0,1,1258200,6529,812286,0
4,0,1,1677600,6519,810260,0
4,0,1,2097000,6614,808714,0
4,0,1,4194000,6605,804976,0
4,0,1,8388000,6541,801618,0
4,0,1,12582000,6651,806310,0
4,0,1,16776000,6633,800323,0
4,0,1,20970000,6623,811033,0
4,0,1,2.097e+09,6727,812058,0
4,0,1,2.097e+12,6623,806846,0
4,0,1,2.097e+15,6626,800702,0
4,0.1,0.575,419.4,128,28439,79
4,0.1,0.575,838.8,159,36258,109
4,0.1,0.575,1258.2,216,48767,133
4,0.1,0.575,1677.6,250,57116,155
4,0.1,0.575,2097,271,63550,183
4,0.1,0.575,4194,493,114282,310
4,0.1,0.575,8388,872,208266,538
4,0.1,0.575,12582,1039,243633,644
4,0.1,0.575,16776,1203,275285,746
4,0.1,0.575,20970,1321,300596,794
4,0.1,0.575,41940,1828,393299,1130
4,0.1,0.575,83880,2301,483710,1503
4,0.1,0.575,125820,2755,546962,1880
4,0.1,0.575,167760,2919,567650,2021
4,0.1,0.575,209700,3170,604228,2173
4,0.1,0.575,419400,3999,688298,2960
4,0.1,0.575,838800,4918,755705,4061
4,0.1,0.575,1258200,5107,762366,4512
4,0.1,0.575,1677600,5549,776843,5384
4,0.1,0.575,2097000,5727,782664,5476
4,0.1,0.575,4194000,5813,777590,5760
4,0.1,0.575,8388000,5844,774556,5743
4,0.1,0.575,12582000,5878,775994,5790
4,0.1,0.575,16776000,5773,765839,5783
4,0.1,0.575,20970000,5906,780088,5814
4,0.1,0.575,2.097e+09,5736,767920,5777
4,0.1,0.575,2.097e+12,5877,773279,5713
4,0.1,0.575,2.097e+15,5873,777930,5809
4,0.1,1,419.4,591,135591,0
4,0.1,1,838.8,803,188803,0
4,0.1,1,1258.2,862,207028,0
4,0.1,1,1677.6,899,216154,0
4,0.1,1,2097,1001,239936,0
4,0.1,1,4194,1354,307357,0
4,0.1,1,8388,1726,384098,0
4,0.1,1,12582,1967,439303,0
4,0.1,1,16776,2171,473734,0
4,0.1,1,20970,2507,521882,0
4,0.1,1,41940,3218,607402,0
4,0.1,1,83880,3927,695925,0
4,0.1,1,125820,4507,741415,0
4,0.1,1,167760,4878,753789,0
4,0.1,1,209700,5066,762288,0
4,0.1,1,419400,5758,790717,0
4,0.1,1,838800,6386,798643,0
4,0.1,1,1258200,6594,801126,0
4,0.1,1,1677600,6716,818871,0
4,0.1,1,2097000,6782,806001,0
4,0.1,1,4194000,6817,805677,0
4,0.1,1,8388000,6777,799888,0
4,0.1,1,12582000,6807,806198,0
4,0.1,1,16776000,6794,811559,0
4,0.1,1,20970000,6798,805783,0
4,0.1,1,2.097e+09,6846,808516,0
4,0.1,1,2.097e+12,6814,809816,0
4,0.1,1,2.097e+15,6871,810722,0
4,0.25,0.575,419.4,184,41865,95
4,0.25,0.575,838.8,228,51448,115
4,0.25,0.575,1258.2,245,58000,135
4,0.25,0.575,1677.6,289,66353,156
4,0.25,0.575,2097,323,75008,174
4,0.25,0.575,4194,514,113725,293
4,0.25,0.575,8388,847,197679,500
4,0.25,0.575,12582,1019,232786,559
4,0.25,0.575,16776,1194,272907,679
4,0.25,0.575,20970,1315,299730,782
4,0.25,0.575,41940,1689,376024,1045
4,0.25,0.575,83880,2223,465449,1435
4,0.25,0.575,125820,2601,519102,1681
4,0.25,0.575,167760,2872,561291,1871
4,0.25,0.575,209700,3180,604104,2169
4,0.25,0.575,419400,3963,688128,2791
4,0.25,0.575,838800,4770,739453,3896
4,0.25,0.575,1258200,5151,751459,4310
4,0.25,0.575,1677600,5431,771508,4551
4,0.25,0.575,2097000,5609,768161,4719
4,0.25,0.575,4194000,5820,774417,5192
4,0.25,0.575,8388000,5850,772429,5411
4,0.25,0.575,12582000,5914,770611,5329
4,0.25,0.575,16776000,5926,787319,5396
4,0.25,0.575,20970000,6005,784803,5432
4,0.25,0.575,2.097e+09,5836,765744,5460
4,0.25,0.575,2.097e+12,5857,767609,5517
4,0.25,0.575,2.097e+15,5977,778120,5415
4,0.25,1,419.4,858,205140,0
4,0.25,1,838.8,954,224196,0
4,0.25,1,1258.2,967,228178,0
4,0.25,1,1677.6,1063,243190,0
4,0.25,1,2097,1129,260516,0
4,0.25,1,4194,1342,303235,0
4,0.25,1,8388,1757,381841,0
4,0.25,1,12582,2136,456647,0
4,0.25,1,16776,2335,484550,0
4,0.25,1,20970,2571,524708,0
4,0.25,1,41940,3210,617367,0
4,0.25,1,83880,4063,692220,0
4,0.25,1,125820,4567,741832,0
4,0.25,1,167760,4893,749741,0
4,0.25,1,209700,5085,756801,0
4,0.25,1,419400,5890,789970,0
4,0.25,1,838800,6443,795935,0
4,0.25,1,1258200,6809,806020,0
4,0.25,1,1677600,6788,812344,0
4,0.25,1,2097000,6819,806695,0
4,0.25,1,4194000,6917,807924,0
4,0.25,1,8388000,6951,811055,0
4,0.25,1,12582000,7009,814660,0
4,0.25,1,16776000,6953,807508,0
4,0.25,1,20970000,6852,805678,0
4,0.25,1,2.097e+09,6978,815573,0
4,0.25,1,2.097e+12,6917,804038,0
4,0.25,1,2.097e+15,6991,809388,0
4,0.5,0.575,419.4,341,73535,118
4,0.5,0.575,838.8,347,79352,121
4,0.5,0.575,1258.2,390,88862,132
4,0.5,0.575,1677.6,389,88835,143
4,0.5,0.575,2097,409,93883,154
4,0.5,0.575,4194,565,128659,247
4,0.5,0.575,8388,839,194055,425
4,0.5,0.575,12582,988,228291,503
4,0.5,0.575,16776,1070,245362,590
4,0.5,0.575,20970,1211,276239,655
4,0.5,0.575,41940,1556,344474,897
4,0.5,0.575,83880,2107,438023,1308
4,0.5,0.575,125820,2413,490316,1528
4,0.5,0.575,167760,2702,530986,1705
