"t","Pp","Virus_D","Virions"
70,0.575,3.06632592536204,72118
71,0.575,3.06632592536204,62483
72,0.575,3.06632592536204,53991
73,0.575,3.06632592536204,46610
74,0.575,3.06632592536204,40167
75,0.575,3.06632592536204,34559
76,0.575,3.06632592536204,29776
77,0.575,3.06632592536204,25747
78,0.575,3.06632592536204,22366
79,0.575,3.06632592536204,19338
80,0.575,3.06632592536204,16688
81,0.575,3.06632592536204,14402
82,0.575,3.06632592536204,12405
83,0.575,3.06632592536204,10703
84,0.575,3.06632592536204,9251
85,0.575,3.06632592536204,7991
86,0.575,3.06632592536204,6933
87,0.575,3.06632592536204,5960
88,0.575,3.06632592536204,5129
89,0.575,3.06632592536204,4390
90,0.575,3.06632592536204,3807
91,0.575,3.06632592536204,3317
92,0.575,3.06632592536204,2905
93,0.575,3.06632592536204,2533
94,0.575,3.06632592536204,2230
95,0.575,3.06632592536204,1943
96,0.575,3.06632592536204,1722
1,0.575,0.367355921026019,36
2,0.575,0.367355921026019,57
3,0.575,0.367355921026019,83
4,0.575,0.367355921026019,112
5,0.575,0.367355921026019,138
6,0.575,0.367355921026019,163
7,0.575,0.367355921026019,209
8,0.575,0.367355921026019,309
9,0.575,0.367355921026019,519
10,0.575,0.367355921026019,688
11,0.575,0.367355921026019,921
12,0.575,0.367355921026019,1269
13,0.575,0.367355921026019,1657
14,0.575,0.367355921026019,2282
15,0.575,0.367355921026019,2967
16,0.575,0.367355921026019,3564
17,0.575,0.367355921026019,4300
18,0.575,0.367355921026019,5245
19,0.575,0.367355921026019,6400
20,0.575,0.367355921026019,7516
21,0.575,0.367355921026019,9035
22,0.575,0.367355921026019,10786
23,0.575,0.367355921026019,12501
24,0.575,0.367355921026019,14411
25,0.575,0.367355921026019,16785
26,0.575,0.367355921026019,19126
27,0.575,0.367355921026019,21304
28,0.575,0.367355921026019,23490
29,0.575,0.367355921026019,25866
30,0.575,0.367355921026019,28080
31,0.575,0.367355921026019,30288
32,0.575,0.367355921026019,32646
33,0.575,0.367355921026019,35004
34,0.575,0.367355921026019,37720
35,0.575,0.367355921026019,40367
36,0.575,0.367355921026019,43236
37,0.575,0.367355921026019,45622
38,0.575,0.367355921026019,47989
39,0.575,0.367355921026019,50236
40,0.575,0.367355921026019,52882
41,0.575,0.367355921026019,55303
42,0.575,0.367355921026019,57722
43,0.575,0.367355921026019,60272
44,0.575,0.367355921026019,62620
45,0.575,0.367355921026019,65134
46,0.575,0.367355921026019,68076
47,0.575,0.367355921026019,71680
48,0.575,0.367355921026019,75190
49,0.575,0.367355921026019,78429
50,0.575,0.367355921026019,81442
51,0.575,0.367355921026019,84051
52,0.575,0.367355921026019,86848
53,0.575,0.367355921026019,89321
54,0.575,0.367355921026019,91899
55,0.575,0.367355921026019,94245
56,0.575,0.367355921026019,96961
57,0.575,0.367355921026019,99457
58,0.575,0.367355921026019,101669
59,0.575,0.367355921026019,104344
60,0.575,0.367355921026019,107267
61,0.575,0.367355921026019,110123
62,0.575,0.367355921026019,113071
63,0.575,0.367355921026019,116908
64,0.575,0.367355921026019,120579
65,0.575,0.367355921026019,124195
66,0.575,0.367355921026019,127879
67,0.575,0.367355921026019,131630
68,0.575,0.367355921026019,135338
69,0.575,0.367355921026019,138198
70,0.575,0.367355921026019,140148
71,0.575,0.367355921026019,142338
72,0.575,0.367355921026019,144983
73,0.575,0.367355921026019,147315
74,0.575,0.367355921026019,149386
75,0.575,0.367355921026019,152786
76,0.575,0.367355921026019,155766
77,0.575,0.367355921026019,158899
78,0.575,0.367355921026019,161527
79,0.575,0.367355921026019,164327
80,0.575,0.367355921026019,166767
81,0.575,0.367355921026019,170068
82,0.575,0.367355921026019,172679
83,0.575,0.367355921026019,175819
84,0.575,0.367355921026019,178630
85,0.575,0.367355921026019,181873
86,0.575,0.367355921026019,184029
87,0.575,0.367355921026019,187048
88,0.575,0.367355921026019,190606
89,0.575,0.367355921026019,194579
90,0.575,0.367355921026019,198575
91,0.575,0.367355921026019,203378
92,0.575,0.367355921026019,208321
93,0.575,0.367355921026019,211722
94,0.575,0.367355921026019,213887
95,0.575,0.367355921026019,215168
96,0.575,0.367355921026019,215291
1,0.575,-0.632644078973981,39
2,0.575,-0.632644078973981,62
3,0.575,-0.632644078973981,89
4,0.575,-0.632644078973981,107
5,0.575,-0.632644078973981,123
6,0.575,-0.632644078973981,203
7,0.575,-0.632644078973981,317
8,0.575,-0.632644078973981,399
9,0.575,-0.632644078973981,529
10,0.575,-0.632644078973981,695
11,0.575,-0.632644078973981,851
12,0.575,-0.632644078973981,986
13,0.575,-0.632644078973981,1121
14,0.575,-0.632644078973981,1220
15,0.575,-0.632644078973981,1275
16,0.575,-0.632644078973981,1537
17,0.575,-0.632644078973981,1849
18,0.575,-0.632644078973981,2052
19,0.575,-0.632644078973981,2258
20,0.575,-0.632644078973981,2596
21,0.575,-0.632644078973981,2866
22,0.575,-0.632644078973981,3054
23,0.575,-0.632644078973981,3409
24,0.575,-0.632644078973981,3757
25,0.575,-0.632644078973981,4066
26,0.575,-0.632644078973981,4335
27,0.575,-0.632644078973981,4528
28,0.575,-0.632644078973981,4828
29,0.575,-0.632644078973981,5102
30,0.575,-0.632644078973981,5339
31,0.575,-0.632644078973981,5600
32,0.575,-0.632644078973981,5967
33,0.575,-0.632644078973981,6422
34,0.575,-0.632644078973981,6758
35,0.575,-0.632644078973981,6968
36,0.575,-0.632644078973981,7150
37,0.575,-0.632644078973981,7376
38,0.575,-0.632644078973981,7606
39,0.575,-0.632644078973981,8135
40,0.575,-0.632644078973981,8680
41,0.575,-0.632644078973981,8887
42,0.575,-0.632644078973981,8924
43,0.575,-0.632644078973981,9159
44,0.575,-0.632644078973981,9698
45,0.575,-0.632644078973981,10219
46,0.575,-0.632644078973981,10758
47,0.575,-0.632644078973981,10963
48,0.575,-0.632644078973981,11306
49,0.575,-0.632644078973981,11813
50,0.575,-0.632644078973981,12426
51,0.575,-0.632644078973981,12625
52,0.575,-0.632644078973981,12956
53,0.575,-0.632644078973981,13212
54,0.575,-0.632644078973981,13483
55,0.575,-0.632644078973981,13935
56,0.575,-0.632644078973981,14218
57,0.575,-0.632644078973981,14706
58,0.575,-0.632644078973981,15083
59,0.575,-0.632644078973981,15296
60,0.575,-0.632644078973981,15331
61,0.575,-0.632644078973981,15561
62,0.575,-0.632644078973981,15819
63,0.575,-0.632644078973981,16281
64,0.575,-0.632644078973981,16776
65,0.575,-0.632644078973981,17275
66,0.575,-0.632644078973981,17978
67,0.575,-0.632644078973981,18661
68,0.575,-0.632644078973981,19699
69,0.575,-0.632644078973981,20639
70,0.575,-0.632644078973981,21321
71,0.575,-0.632644078973981,21876
72,0.575,-0.632644078973981,22120
73,0.575,-0.632644078973981,22450
74,0.575,-0.632644078973981,22967
75,0.575,-0.632644078973981,23491
76,0.575,-0.632644078973981,23836
77,0.575,-0.632644078973981,24284
78,0.575,-0.632644078973981,24684
79,0.575,-0.632644078973981,24930
80,0.575,-0.632644078973981,25315
81,0.575,-0.632644078973981,25411
82,0.575,-0.632644078973981,25594
83,0.575,-0.632644078973981,25831
84,0.575,-0.632644078973981,25797
85,0.575,-0.632644078973981,25970
86,0.575,-0.632644078973981,26489
87,0.575,-0.632644078973981,26674
88,0.575,-0.632644078973981,26673
89,0.575,-0.632644078973981,26696
90,0.575,-0.632644078973981,26839
91,0.575,-0.632644078973981,27176
92,0.575,-0.632644078973981,27639
93,0.575,-0.632644078973981,28161
94,0.575,-0.632644078973981,28647
95,0.575,-0.632644078973981,29097
96,0.575,-0.632644078973981,29643
1,0.575,1.36735592102602,36
2,0.575,1.36735592102602,57
3,0.575,1.36735592102602,83
4,0.575,1.36735592102602,111
5,0.575,1.36735592102602,128
6,0.575,1.36735592102602,157
7,0.575,1.36735592102602,193
8,0.575,1.36735592102602,199
9,0.575,1.36735592102602,272
10,0.575,1.36735592102602,476
11,0.575,1.36735592102602,693
12,0.575,1.36735592102602,897
13,0.575,1.36735592102602,1301
14,0.575,1.36735592102602,1734
15,0.575,1.36735592102602,2445
16,0.575,1.36735592102602,3540
17,0.575,1.36735592102602,5209
18,0.575,1.36735592102602,7706
19,0.575,1.36735592102602,11256
20,0.575,1.36735592102602,16509
21,0.575,1.36735592102602,22429
22,0.575,1.36735592102602,30021
23,0.575,1.36735592102602,38712
24,0.575,1.36735592102602,49078
25,0.575,1.36735592102602,59790
26,0.575,1.36735592102602,71974
27,0.575,1.36735592102602,86610
28,0.575,1.36735592102602,101836
29,0.575,1.36735592102602,117802
30,0.575,1.36735592102602,134406
31,0.575,1.36735592102602,152855
32,0.575,1.36735592102602,170525
33,0.575,1.36735592102602,190077
34,0.575,1.36735592102602,210634
35,0.575,1.36735592102602,231999
36,0.575,1.36735592102602,253646
37,0.575,1.36735592102602,275429
38,0.575,1.36735592102602,297554
39,0.575,1.36735592102602,321388
40,0.575,1.36735592102602,344790
41,0.575,1.36735592102602,369804
42,0.575,1.36735592102602,394974
43,0.575,1.36735592102602,419531
44,0.575,1.36735592102602,443560
45,0.575,1.36735592102602,465365
46,0.575,1.36735592102602,479884
47,0.575,1.36735592102602,488359
48,0.575,1.36735592102602,491102
49,0.575,1.36735592102602,486645
50,0.575,1.36735592102602,475315
51,0.575,1.36735592102602,458968
52,0.575,1.36735592102602,438158
53,0.575,1.36735592102602,414072
54,0.575,1.36735592102602,386996
55,0.575,1.36735592102602,357376
56,0.575,1.36735592102602,326702
57,0.575,1.36735592102602,296684
58,0.575,1.36735592102602,267705
59,0.575,1.36735592102602,240010
60,0.575,1.36735592102602,214132
61,0.575,1.36735592102602,190736
62,0.575,1.36735592102602,168613
63,0.575,1.36735592102602,148995
64,0.575,1.36735592102602,131197
65,0.575,1.36735592102602,115337
66,0.575,1.36735592102602,101241
67,0.575,1.36735592102602,88848
68,0.575,1.36735592102602,77528
69,0.575,1.36735592102602,67606
70,0.575,1.36735592102602,58784
71,0.575,1.36735592102602,50927
72,0.575,1.36735592102602,43923
73,0.575,1.36735592102602,37984
74,0.575,1.36735592102602,32908
75,0.575,1.36735592102602,28371
76,0.575,1.36735592102602,24491
77,0.575,1.36735592102602,21158
78,0.575,1.36735592102602,18347
79,0.575,1.36735592102602,15961
80,0.575,1.36735592102602,13877
81,0.575,1.36735592102602,11898
82,0.575,1.36735592102602,10250
83,0.575,1.36735592102602,8776
84,0.575,1.36735592102602,7522
85,0.575,1.36735592102602,6478
86,0.575,1.36735592102602,5547
87,0.575,1.36735592102602,4820
88,0.575,1.36735592102602,4158
89,0.575,1.36735592102602,3558
90,0.575,1.36735592102602,3113
91,0.575,1.36735592102602,2675
92,0.575,1.36735592102602,2337
93,0.575,1.36735592102602,2027
94,0.575,1.36735592102602,1779
95,0.575,1.36735592102602,1576
96,0.575,1.36735592102602,1380
1,0.575,2.36735592102602,36
2,0.575,2.36735592102602,57
3,0.575,2.36735592102602,83
4,0.575,2.36735592102602,111
5,0.575,2.36735592102602,143
6,0.575,2.36735592102602,204
7,0.575,2.36735592102602,256
8,0.575,2.36735592102602,297
9,0.575,2.36735592102602,306
10,0.575,2.36735592102602,331
11,0.575,2.36735592102602,370
12,0.575,2.36735592102602,371
13,0.575,2.36735592102602,382
14,0.575,2.36735592102602,385
15,0.575,2.36735592102602,389
16,0.575,2.36735592102602,407
17,0.575,2.36735592102602,440
18,0.575,2.36735592102602,484
19,0.575,2.36735592102602,600
20,0.575,2.36735592102602,842
21,0.575,2.36735592102602,1051
22,0.575,2.36735592102602,1200
23,0.575,2.36735592102602,1504
24,0.575,2.36735592102602,1920
25,0.575,2.36735592102602,2304
26,0.575,2.36735592102602,2818
27,0.575,2.36735592102602,3396
28,0.575,2.36735592102602,4488
29,0.575,2.36735592102602,6132
30,0.575,2.36735592102602,8437
31,0.575,2.36735592102602,11407
32,0.575,2.36735592102602,15645
33,0.575,2.36735592102602,22594
34,0.575,2.36735592102602,33196
35,0.575,2.36735592102602,50431
36,0.575,2.36735592102602,77957
37,0.575,2.36735592102602,118736
38,0.575,2.36735592102602,178757
39,0.575,2.36735592102602,260246
40,0.575,2.36735592102602,363381
41,0.575,2.36735592102602,479329
42,0.575,2.36735592102602,592702
43,0.575,2.36735592102602,680684
44,0.575,2.36735592102602,730582
45,0.575,2.36735592102602,746567
46,0.575,2.36735592102602,736901
47,0.575,2.36735592102602,709746
48,0.575,2.36735592102602,671803
49,0.575,2.36735592102602,626913
50,0.575,2.36735592102602,579378
51,0.575,2.36735592102602,530277
52,0.575,2.36735592102602,483271
53,0.575,2.36735592102602,436876
54,0.575,2.36735592102602,393814
55,0.575,2.36735592102602,353080
56,0.575,2.36735592102602,314777
57,0.575,2.36735592102602,280312
58,0.575,2.36735592102602,248418
59,0.575,2.36735592102602,219365
60,0.575,2.36735592102602,193190
61,0.575,2.36735592102602,169727
62,0.575,2.36735592102602,148635
63,0.575,2.36735592102602,129938
64,0.575,2.36735592102602,113403
65,0.575,2.36735592102602,98969
66,0.575,2.36735592102602,86283
67,0.575,2.36735592102602,75303
68,0.575,2.36735592102602,65516
69,0.575,2.36735592102602,57036
70,0.575,2.36735592102602,49637
71,0.575,2.36735592102602,43190
72,0.575,2.36735592102602,37573
73,0.575,2.36735592102602,32806
74,0.575,2.36735592102602,28570
75,0.575,2.36735592102602,24827
76,0.575,2.36735592102602,21543
77,0.575,2.36735592102602,18649
78,0.575,2.36735592102602,16084
79,0.575,2.36735592102602,13917
80,0.575,2.36735592102602,12045
81,0.575,2.36735592102602,10401
82,0.575,2.36735592102602,8995
83,0.575,2.36735592102602,7821
84,0.575,2.36735592102602,6686
85,0.575,2.36735592102602,5778
86,0.575,2.36735592102602,4964
87,0.575,2.36735592102602,4264
88,0.575,2.36735592102602,3683
89,0.575,2.36735592102602,3166
90,0.575,2.36735592102602,2751
91,0.575,2.36735592102602,2373
92,0.575,2.36735592102602,2070
93,0.575,2.36735592102602,1833
94,0.575,2.36735592102602,1605
95,0.575,2.36735592102602,1413
96,0.575,2.36735592102602,1225
1,0.575,3.36735592102602,36
2,0.575,3.36735592102602,57
3,0.575,3.36735592102602,83
4,0.575,3.36735592102602,111
5,0.575,3.36735592102602,143
6,0.575,3.36735592102602,204
7,0.575,3.36735592102602,257
8,0.575,3.36735592102602,252
9,0.575,3.36735592102602,270
10,0.575,3.36735592102602,317
11,0.575,3.36735592102602,352
12,0.575,3.36735592102602,452
13,0.575,3.36735592102602,523
14,0.575,3.36735592102602,576
15,0.575,3.36735592102602,663
16,0.575,3.36735592102602,754
17,0.575,3.36735592102602,757
18,0.575,3.36735592102602,717
19,0.575,3.36735592102602,717
20,0.575,3.36735592102602,752
21,0.575,3.36735592102602,828
22,0.575,3.36735592102602,921
23,0.575,3.36735592102602,1014
24,0.575,3.36735592102602,1058
25,0.575,3.36735592102602,1074
26,0.575,3.36735592102602,1122
27,0.575,3.36735592102602,1197
28,0.575,3.36735592102602,1384
29,0.575,3.36735592102602,1661
30,0.575,3.36735592102602,1893
31,0.575,3.36735592102602,2222
32,0.575,3.36735592102602,2734
33,0.575,3.36735592102602,3443
34,0.575,3.36735592102602,4307
35,0.575,3.36735592102602,5430
36,0.575,3.36735592102602,6808
37,0.575,3.36735592102602,8971
38,0.575,3.36735592102602,12219
39,0.575,3.36735592102602,17322
40,0.575,3.36735592102602,24899
41,0.575,3.36735592102602,37329
42,0.575,3.36735592102602,56790
43,0.575,3.36735592102602,90308
44,0.575,3.36735592102602,146299
45,0.575,3.36735592102602,238352
46,0.575,3.36735592102602,371990
47,0.575,3.36735592102602,527037
48,0.575,3.36735592102602,658599
49,0.575,3.36735592102602,742005
50,0.575,3.36735592102602,779020
51,0.575,3.36735592102602,783640
52,0.575,3.36735592102602,764755
53,0.575,3.36735592102602,729565
54,0.575,3.36735592102602,687559
55,0.575,3.36735592102602,639713
56,0.575,3.36735592102602,590411
57,0.575,3.36735592102602,538812
58,0.575,3.36735592102602,489159
59,0.575,3.36735592102602,441292
60,0.575,3.36735592102602,396402
61,0.575,3.36735592102602,354347
62,0.575,3.36735592102602,315469
63,0.575,3.36735592102602,279783
64,0.575,3.36735592102602,247292
65,0.575,3.36735592102602,217907
66,0.575,3.36735592102602,190914
67,0.575,3.36735592102602,167320
68,0.575,3.36735592102602,146239
69,0.575,3.36735592102602,127957
70,0.575,3.36735592102602,111403
71,0.575,3.36735592102602,96804
72,0.575,3.36735592102602,84146
73,0.575,3.36735592102602,73150
74,0.575,3.36735592102602,63520
75,0.575,3.36735592102602,54879
76,0.575,3.36735592102602,47308
77,0.575,3.36735592102602,40741
78,0.575,3.36735592102602,35079
79,0.575,3.36735592102602,30378
80,0.575,3.36735592102602,26347
81,0.575,3.36735592102602,22663
82,0.575,3.36735592102602,19567
83,0.575,3.36735592102602,16833
84,0.575,3.36735592102602,14541
85,0.575,3.36735592102602,12663
86,0.575,3.36735592102602,10986
87,0.575,3.36735592102602,9472
88,0.575,3.36735592102602,8194
89,0.575,3.36735592102602,7044
90,0.575,3.36735592102602,6085
91,0.575,3.36735592102602,5225
92,0.575,3.36735592102602,4525
93,0.575,3.36735592102602,3894
94,0.575,3.36735592102602,3383
95,0.575,3.36735592102602,2894
96,0.575,3.36735592102602,2526
1,0.575,0.5434471800817,36
2,0.575,0.5434471800817,57
3,0.575,0.5434471800817,83
4,0.575,0.5434471800817,112
5,0.575,0.5434471800817,138
6,0.575,0.5434471800817,163
7,0.575,0.5434471800817,285
8,0.575,0.5434471800817,463
9,0.575,0.5434471800817,616
10,0.575,0.5434471800817,993
11,0.575,0.5434471800817,1365
12,0.575,0.5434471800817,1660
13,0.575,0.5434471800817,2226
14,0.575,0.5434471800817,2857
15,0.575,0.5434471800817,3656
16,0.575,0.5434471800817,4913
17,0.575,0.5434471800817,6405
18,0.575,0.5434471800817,8019
19,0.575,0.5434471800817,9537
20,0.575,0.5434471800817,11637
21,0.575,0.5434471800817,14222
22,0.575,0.5434471800817,16679
23,0.575,0.5434471800817,19182
24,0.575,0.5434471800817,21959
25,0.575,0.5434471800817,25076
26,0.575,0.5434471800817,28496
27,0.575,0.5434471800817,31783
28,0.575,0.5434471800817,35261
29,0.575,0.5434471800817,39055
30,0.575,0.5434471800817,42352
31,0.575,0.5434471800817,45921
32,0.575,0.5434471800817,49807
33,0.575,0.5434471800817,53721
34,0.575,0.5434471800817,57820
35,0.575,0.5434471800817,61274
36,0.575,0.5434471800817,64885
37,0.575,0.5434471800817,68811
38,0.575,0.5434471800817,73011
39,0.575,0.5434471800817,77215
40,0.575,0.5434471800817,81598
41,0.575,0.5434471800817,85478
42,0.575,0.5434471800817,89454
43,0.575,0.5434471800817,93853
44,0.575,0.5434471800817,98207
45,0.575,0.5434471800817,102618
46,0.575,0.5434471800817,106831
47,0.575,0.5434471800817,110321
48,0.575,0.5434471800817,114397
49,0.575,0.5434471800817,118778
50,0.575,0.5434471800817,122054
51,0.575,0.5434471800817,125153
52,0.575,0.5434471800817,127469
53,0.575,0.5434471800817,130761
54,0.575,0.5434471800817,134405
55,0.575,0.5434471800817,137998
56,0.575,0.5434471800817,141591
57,0.575,0.5434471800817,144519
58,0.575,0.5434471800817,147756
59,0.575,0.5434471800817,151610
60,0.575,0.5434471800817,155685
61,0.575,0.5434471800817,158899
62,0.575,0.5434471800817,162576
63,0.575,0.5434471800817,167672
64,0.575,0.5434471800817,172364
65,0.575,0.5434471800817,176770
66,0.575,0.5434471800817,181866
67,0.575,0.5434471800817,185614
68,0.575,0.5434471800817,187965
69,0.575,0.5434471800817,191538
70,0.575,0.5434471800817,195477
71,0.575,0.5434471800817,198619
72,0.575,0.5434471800817,202130
73,0.575,0.5434471800817,206829
74,0.575,0.5434471800817,212072
75,0.575,0.5434471800817,217700
76,0.575,0.5434471800817,222996
77,0.575,0.5434471800817,228672
78,0.575,0.5434471800817,233899
79,0.575,0.5434471800817,238780
80,0.575,0.5434471800817,243062
81,0.575,0.5434471800817,245951
82,0.575,0.5434471800817,246651
83,0.575,0.5434471800817,246208
84,0.575,0.5434471800817,243206
85,0.575,0.5434471800817,238578
86,0.575,0.5434471800817,232556
87,0.575,0.5434471800817,225934
88,0.575,0.5434471800817,218094
89,0.575,0.5434471800817,209469
90,0.575,0.5434471800817,201251
91,0.575,0.5434471800817,192746
92,0.575,0.5434471800817,183460
93,0.575,0.5434471800817,173954
94,0.575,0.5434471800817,164682
95,0.575,0.5434471800817,155375
96,0.575,0.5434471800817,147035
1,0.575,-0.4565528199183,36
2,0.575,-0.4565528199183,57
3,0.575,-0.4565528199183,93
4,0.575,-0.4565528199183,172
5,0.575,-0.4565528199183,217
6,0.575,-0.4565528199183,280
7,0.575,-0.4565528199183,388
8,0.575,-0.4565528199183,607
9,0.575,-0.4565528199183,807
10,0.575,-0.4565528199183,940
11,0.575,-0.4565528199183,1186
12,0.575,-0.4565528199183,1372
13,0.575,-0.4565528199183,1528
14,0.575,-0.4565528199183,1607
15,0.575,-0.4565528199183,1710
16,0.575,-0.4565528199183,1880
17,0.575,-0.4565528199183,2124
18,0.575,-0.4565528199183,2427
19,0.575,-0.4565528199183,2931
20,0.575,-0.4565528199183,3312
21,0.575,-0.4565528199183,3625
22,0.575,-0.4565528199183,3907
23,0.575,-0.4565528199183,4266
24,0.575,-0.4565528199183,4590
25,0.575,-0.4565528199183,4845
26,0.575,-0.4565528199183,5192
27,0.575,-0.4565528199183,5722
28,0.575,-0.4565528199183,6244
29,0.575,-0.4565528199183,6787
30,0.575,-0.4565528199183,7416
31,0.575,-0.4565528199183,7953
32,0.575,-0.4565528199183,8314
33,0.575,-0.4565528199183,8721
34,0.575,-0.4565528199183,9360
35,0.575,-0.4565528199183,9907
36,0.575,-0.4565528199183,10686
37,0.575,-0.4565528199183,11478
38,0.575,-0.4565528199183,11880
39,0.575,-0.4565528199183,12322
40,0.575,-0.4565528199183,12834
41,0.575,-0.4565528199183,13469
42,0.575,-0.4565528199183,14215
43,0.575,-0.4565528199183,14867
44,0.575,-0.4565528199183,15542
45,0.575,-0.4565528199183,16136
46,0.575,-0.4565528199183,16639
47,0.575,-0.4565528199183,17008
48,0.575,-0.4565528199183,17604
49,0.575,-0.4565528199183,17975
50,0.575,-0.4565528199183,18128
51,0.575,-0.4565528199183,18319
52,0.575,-0.4565528199183,18658
53,0.575,-0.4565528199183,18991
54,0.575,-0.4565528199183,19547
55,0.575,-0.4565528199183,20083
56,0.575,-0.4565528199183,20658
57,0.575,-0.4565528199183,21327
58,0.575,-0.4565528199183,21658
59,0.575,-0.4565528199183,22075
60,0.575,-0.4565528199183,22138
61,0.575,-0.4565528199183,22149
62,0.575,-0.4565528199183,22361
63,0.575,-0.4565528199183,22490
64,0.575,-0.4565528199183,22760
65,0.575,-0.4565528199183,23100
66,0.575,-0.4565528199183,23649
67,0.575,-0.4565528199183,24071
68,0.575,-0.4565528199183,24093
69,0.575,-0.4565528199183,24000
70,0.575,-0.4565528199183,24096
71,0.575,-0.4565528199183,24687
72,0.575,-0.4565528199183,25031
73,0.575,-0.4565528199183,25533
74,0.575,-0.4565528199183,25977
75,0.575,-0.4565528199183,26590
76,0.575,-0.4565528199183,27166
77,0.575,-0.4565528199183,28001
78,0.575,-0.4565528199183,28910
79,0.575,-0.4565528199183,29906
80,0.575,-0.4565528199183,30962
81,0.575,-0.4565528199183,31799
82,0.575,-0.4565528199183,32728
83,0.575,-0.4565528199183,33306
84,0.575,-0.4565528199183,33840
85,0.575,-0.4565528199183,34631
86,0.575,-0.4565528199183,35176
87,0.575,-0.4565528199183,35463
88,0.575,-0.4565528199183,35892
89,0.575,-0.4565528199183,36111
90,0.575,-0.4565528199183,36762
91,0.575,-0.4565528199183,37375
92,0.575,-0.4565528199183,38290
93,0.575,-0.4565528199183,39112
94,0.575,-0.4565528199183,39499
95,0.575,-0.4565528199183,39937
96,0.575,-0.4565528199183,40459
1,0.575,1.5434471800817,36
2,0.575,1.5434471800817,57
3,0.575,1.5434471800817,83
4,0.575,1.5434471800817,111
5,0.575,1.5434471800817,143
6,0.575,1.5434471800817,204
7,0.575,1.5434471800817,256
8,0.575,1.5434471800817,314
9,0.575,1.5434471800817,394
10,0.575,1.5434471800817,446
11,0.575,1.5434471800817,522
12,0.575,1.5434471800817,525
13,0.575,1.5434471800817,640
14,0.575,1.5434471800817,962
15,0.575,1.5434471800817,1424
16,0.575,1.5434471800817,2032
17,0.575,1.5434471800817,2933
18,0.575,1.5434471800817,4092
19,0.575,1.5434471800817,5770
20,0.575,1.5434471800817,8686
21,0.575,1.5434471800817,13447
22,0.575,1.5434471800817,20051
23,0.575,1.5434471800817,28452
24,0.575,1.5434471800817,38796
25,0.575,1.5434471800817,51815
26,0.575,1.5434471800817,66566
27,0.575,1.5434471800817,83317
28,0.575,1.5434471800817,102103
29,0.575,1.5434471800817,123864
30,0.575,1.5434471800817,148159
31,0.575,1.5434471800817,173594
32,0.575,1.5434471800817,199736
33,0.575,1.5434471800817,227477
34,0.575,1.5434471800817,257744
35,0.575,1.5434471800817,288017
36,0.575,1.5434471800817,317922
37,0.575,1.5434471800817,349964
38,0.575,1.5434471800817,384033
39,0.575,1.5434471800817,420721
40,0.575,1.5434471800817,458202
41,0.575,1.5434471800817,491374
42,0.575,1.5434471800817,518450
43,0.575,1.5434471800817,537237
44,0.575,1.5434471800817,546100
45,0.575,1.5434471800817,547319
46,0.575,1.5434471800817,541414
47,0.575,1.5434471800817,527651
48,0.575,1.5434471800817,505404
49,0.575,1.5434471800817,477111
50,0.575,1.5434471800817,445204
51,0.575,1.5434471800817,410237
52,0.575,1.5434471800817,375524
53,0.575,1.5434471800817,341266
54,0.575,1.5434471800817,308207
55,0.575,1.5434471800817,276911
56,0.575,1.5434471800817,247481
57,0.575,1.5434471800817,220260
58,0.575,1.5434471800817,195606
59,0.575,1.5434471800817,173567
60,0.575,1.5434471800817,153171
61,0.575,1.5434471800817,134754
62,0.575,1.5434471800817,117750
63,0.575,1.5434471800817,103119
64,0.575,1.5434471800817,90179
65,0.575,1.5434471800817,78578
66,0.575,1.5434471800817,68323
67,0.575,1.5434471800817,59338
68,0.575,1.5434471800817,51456
69,0.575,1.5434471800817,44605
70,0.575,1.5434471800817,38685
71,0.575,1.5434471800817,33481
72,0.575,1.5434471800817,28897
73,0.575,1.5434471800817,24957
74,0.575,1.5434471800817,21589
75,0.575,1.5434471800817,18751
76,0.575,1.5434471800817,16137
77,0.575,1.5434471800817,13858
78,0.575,1.5434471800817,11910
79,0.575,1.5434471800817,10230
80,0.575,1.5434471800817,8731
81,0.575,1.5434471800817,7515
82,0.575,1.5434471800817,6423
83,0.575,1.5434471800817,5526
84,0.575,1.5434471800817,4756
85,0.575,1.5434471800817,4125
86,0.575,1.5434471800817,3565
87,0.575,1.5434471800817,3098
88,0.575,1.5434471800817,2661
89,0.575,1.5434471800817,2320
90,0.575,1.5434471800817,2033
91,0.575,1.5434471800817,1783
92,0.575,1.5434471800817,1552
93,0.575,1.5434471800817,1364
94,0.575,1.5434471800817,1205
95,0.575,1.5434471800817,1083
96,0.575,1.5434471800817,962
1,0.575,2.5434471800817,36
2,0.575,2.5434471800817,57
3,0.575,2.5434471800817,83
4,0.575,2.5434471800817,111
5,0.575,2.5434471800817,143
6,0.575,2.5434471800817,204
7,0.575,2.5434471800817,256
8,0.575,2.5434471800817,297
9,0.575,2.5434471800817,306
10,0.575,2.5434471800817,331
11,0.575,2.5434471800817,361
12,0.575,2.5434471800817,410
13,0.575,2.5434471800817,464
14,0.575,2.5434471800817,554
15,0.575,2.5434471800817,636
16,0.575,2.5434471800817,724
17,0.575,2.5434471800817,858
18,0.575,2.5434471800817,951
19,0.575,2.5434471800817,1153
20,0.575,2.5434471800817,1273
21,0.575,2.5434471800817,1431
22,0.575,2.5434471800817,1530
23,0.575,2.5434471800817,1774
