"Virus_D","Spread_Frac","Intact_r0","Pp","Sim","Slope","Cost"
1.06632592536204,"Diffusion Only",0.248035985097662,0.575,10,0.0752574989159953,69.6586368762728
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,1,0.0250858329719984,91.9519554962789
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,2,0.0501716659439969,83.9039109925578
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,3,0.0250858329719984,91.9519554962789
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,4,0.0250858329719984,91.9519554962789
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,5,0.0501716659439969,83.9039109925578
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,6,0.0501716659439969,83.9039109925578
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,7,0,100
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,8,0.0397601045599719,87.2441512574671
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,9,0.0501716659439969,83.9039109925578
2.06632592536204,"Diffusion Only",0.311700972334332,0.575,10,0,100
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,1,0.0250858329719984,92.0697459148209
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,2,0.0582475003613349,81.5865202400274
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,3,0,100
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,4,0.0250858329719984,92.0697459148209
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,5,0.0250858329719984,92.0697459148209
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,6,0.0397601045599719,87.4308446538004
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,7,0,100
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,8,0,100
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,9,0,100
3.06632592536204,"Diffusion Only",0.316330759425244,0.575,10,0.0582475003613349,81.5865202400274
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,1,0.100343331887994,48.5195664406336
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,2,0.104606042091942,46.3326132539271
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,3,0.108419166305332,44.3763169656981
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,4,0.119280313679916,38.804082465653
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,5,0.121866499824913,37.4772580369176
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,6,0.117914445664235,39.5048313476077
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,7,0.100343331887994,48.5195664406336
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,8,0.0955106696398532,50.9989294745217
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,9,0.0955106696398532,50.9989294745217
0.367355921026019,"Diffusion Only",0.194915475551074,0.575,10,0.104606042091942,46.3326132539271
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,1,0.0704248366678547,44.5210309386425
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,2,0.0582475003613349,54.1140395441921
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,3,0.0833333333333333,34.352032031193
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,4,0.0795202091199437,37.3559183058532
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,5,0.0582475003613349,54.1140395441921
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,6,0.0648459375319703,48.9159516399274
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,7,0.0704248366678547,44.5210309386425
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,8,0.0795202091199437,37.3559183058532
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,9,0.0582475003613349,54.1140395441921
-0.632644078973981,"Diffusion Only",0.126939699600344,0.575,10,0.0899317705039687,29.1539441269283
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,1,0.0928286126922364,65.6672317670609
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,2,0,100
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,3,0.0582475003613349,78.4570955866391
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,4,0.0501716659439969,81.4439521526993
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,5,0.113477319668133,58.0302839515884
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,6,0.0833333333333333,69.1790716629888
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,7,0.0899317705039687,66.7386321529197
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,8,0.102537410114856,62.0764219718475
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,9,0.0582475003613349,78.4570955866391
1.36735592102602,"Diffusion Only",0.270379050306745,0.575,10,0.0795202091199437,70.5893600004408
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,1,0.0250858329719984,92.0718798569365
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,2,0.0250858329719984,92.0718798569365
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,3,0.0397601045599719,87.4342268720323
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,4,0,100
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,5,0.0648459375319703,79.5061067289688
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,6,0.0250858329719984,92.0718798569365
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,7,0,100
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,8,0,100
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,9,0.0250858329719984,92.0718798569365
2.36735592102602,"Diffusion Only",0.316415903383435,0.575,10,0.0648459375319703,79.5061067289688
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,1,0.0397601045599719,87.4172839131622
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,2,0.0250858329719984,92.0611900400718
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,3,0,100
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,4,0.0250858329719984,92.0611900400718
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,5,0.0250858329719984,92.0611900400718
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,6,0.0397601045599719,87.4172839131622
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,7,0,100
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,8,0.0250858329719984,92.0611900400718
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,9,0.0250858329719984,92.0611900400718
3.36735592102602,"Diffusion Only",0.315989841029339,0.575,10,0.0397601045599719,87.4172839131622
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,1,0.108419166305332,48.2664863120234
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,2,0.106562800079402,49.1522738607724
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,3,0.113477319668133,45.8529273893011
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,4,0.0980076049213068,53.2344884810936
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,5,0.121866499824913,41.8499288304536
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,6,0.123093437893305,41.2644805234936
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,7,0.104606042091942,50.0859645501405
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,8,0.115017603475967,45.1179623810703
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,9,0.110184941227827,47.4239254970333
0.5434471800817,"Diffusion Only",0.209572400125858,0.575,10,0.11649500072267,44.4130044544467
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,1,0.0752574989159953,44.0344989062607
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,2,0.0833333333333333,38.028876524086
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,3,0.0648459375319703,51.7770927795384
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,4,0.0704248366678547,47.6283250130236
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,5,0.0833333333333333,38.028876524086
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,6,0.0795202091199437,40.8645196215696
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,7,0.0752574989159953,44.0344989062607
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,8,0.0795202091199437,40.8645196215696
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,9,0.0704248366678547,47.6283250130236
-0.4565528199183,"Diffusion Only",0.134471232179165,0.575,10,0.0795202091199437,40.8645196215696
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,1,0.0250858329719984,91.0980379859398
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,2,0.0928286126922364,67.0588261937882
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,3,0.0582475003613349,79.3302842999334
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,4,0.0795202091199437,71.7814480497407
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,5,0.0980076049213068,65.2210083248038
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,6,0.0928286126922364,67.0588261937882
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,7,0.0397601045599719,85.8907240248703
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,8,0.0833333333333333,70.4283222858732
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,9,0.0582475003613349,79.3302842999334
1.5434471800817,"Diffusion Only",0.281801168465744,0.575,10,0.0397601045599719,85.8907240248703
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,1,0.0397601045599719,87.44434112509
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,2,0.0250858329719984,92.0782612401257
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,3,0,100
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,4,0.0250858329719984,92.0782612401257
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,5,0.0501716659439969,84.1565224802515
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,6,0.0250858329719984,92.0782612401257
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,7,0.0397601045599719,87.44434112509
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,8,0.0250858329719984,92.0782612401257
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,9,0,100
2.5434471800817,"Diffusion Only",0.316670793274134,0.575,10,0.0397601045599719,87.44434112509
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,1,0.0250858329719984,92.0744412201532
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,2,0.0250858329719984,92.0744412201532
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,3,0.0250858329719984,92.0744412201532
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,4,0.0250858329719984,92.0744412201532
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,5,0.0250858329719984,92.0744412201532
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,6,0.0397601045599719,87.4382865366814
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,7,0,100
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,8,0,100
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,9,0,100
3.5434471800817,"Diffusion Only",0.316518161921742,0.575,10,0.0397601045599719,87.4382865366814
0.66838591669,"Diffusion Only",0.219292066989871,0.575,1,0.104606042091942,52.298300833302
0.66838591669,"Diffusion Only",0.219292066989871,0.575,2,0.102537410114856,53.241623592525
0.66838591669,"Diffusion Only",0.219292066989871,0.575,3,0.111868556735184,48.9865008475884
0.66838591669,"Diffusion Only",0.219292066989871,0.575,4,0.102537410114856,53.241623592525
0.66838591669,"Diffusion Only",0.219292066989871,0.575,5,0.130683477005583,40.4066554712082
0.66838591669,"Diffusion Only",0.219292066989871,0.575,6,0.126542828323157,42.2948444692246
0.66838591669,"Diffusion Only",0.219292066989871,0.575,7,0.111868556735184,48.9865008475884
0.66838591669,"Diffusion Only",0.219292066989871,0.575,8,0.115017603475967,47.5504950750089
0.66838591669,"Diffusion Only",0.219292066989871,0.575,9,0.0867827237631854,60.4259629842452
0.66838591669,"Diffusion Only",0.219292066989871,0.575,10,0.121866499824913,44.4273103456397
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,1,0.0704248366678547,52.6094142336421
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,2,0.0928286126922364,37.5333683468598
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,3,0.0752574989159953,49.3573982462926
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,4,0.0955106696398532,35.7285469824063
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,5,0.0928286126922364,37.5333683468598
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,6,0.0752574989159953,49.3573982462926
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,7,0.0833333333333333,43.9229728120558
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,8,0.0752574989159953,49.3573982462926
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,9,0.0795202091199437,46.4889168542788
-0.33161408331,"Diffusion Only",0.148605119622405,0.575,10,0.0899317705039687,39.4827239246678
1.66838591669,"Diffusion Only",0.290010697730732,0.575,1,0.0704248366678547,75.7164693513332
1.66838591669,"Diffusion Only",0.290010697730732,0.575,2,0.0501716659439969,82.7000637091739
1.66838591669,"Diffusion Only",0.290010697730732,0.575,3,0.0582475003613349,79.9153959432847
1.66838591669,"Diffusion Only",0.290010697730732,0.575,4,0.0582475003613349,79.9153959432847
1.66838591669,"Diffusion Only",0.290010697730732,0.575,5,0.108419166305332,62.6154596524586
1.66838591669,"Diffusion Only",0.290010697730732,0.575,6,0.0648459375319703,77.6401567116747
1.66838591669,"Diffusion Only",0.290010697730732,0.575,7,0.0752574989159953,74.0500955637609
1.66838591669,"Diffusion Only",0.290010697730732,0.575,8,0.0397601045599719,86.2901248570878
1.66838591669,"Diffusion Only",0.290010697730732,0.575,9,0,100
1.66838591669,"Diffusion Only",0.290010697730732,0.575,10,0.0501716659439969,82.7000637091739
2.66838591669,"Diffusion Only",0.316696692019864,0.575,1,0.0501716659439969,84.1578181243365
2.66838591669,"Diffusion Only",0.316696692019864,0.575,2,0.0501716659439969,84.1578181243365
2.66838591669,"Diffusion Only",0.316696692019864,0.575,3,0,100
2.66838591669,"Diffusion Only",0.316696692019864,0.575,4,0.0250858329719984,92.0789090621682
2.66838591669,"Diffusion Only",0.316696692019864,0.575,5,0.0250858329719984,92.0789090621682
2.66838591669,"Diffusion Only",0.316696692019864,0.575,6,0.0397601045599719,87.4453678987345
2.66838591669,"Diffusion Only",0.316696692019864,0.575,7,0,100
2.66838591669,"Diffusion Only",0.316696692019864,0.575,8,0.0397601045599719,87.4453678987345
2.66838591669,"Diffusion Only",0.316696692019864,0.575,9,0,100
2.66838591669,"Diffusion Only",0.316696692019864,0.575,10,0.0397601045599719,87.4453678987345
3.66838591669,"Diffusion Only",0.316018184017722,0.575,1,0.0582475003613349,81.568307361051
3.66838591669,"Diffusion Only",0.316018184017722,0.575,2,0.0250858329719984,92.0619020547907
3.66838591669,"Diffusion Only",0.316018184017722,0.575,3,0.0250858329719984,92.0619020547907
3.66838591669,"Diffusion Only",0.316018184017722,0.575,4,0,100
3.66838591669,"Diffusion Only",0.316018184017722,0.575,5,0.0582475003613349,81.568307361051
3.66838591669,"Diffusion Only",0.316018184017722,0.575,6,0.0250858329719984,92.0619020547907
3.66838591669,"Diffusion Only",0.316018184017722,0.575,7,0,100
3.66838591669,"Diffusion Only",0.316018184017722,0.575,8,0,100
3.66838591669,"Diffusion Only",0.316018184017722,0.575,9,0.0250858329719984,92.0619020547907
3.66838591669,"Diffusion Only",0.316018184017722,0.575,10,0.0648459375319703,79.4803144845824
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,1,0.106562800079402,52.5439763330008
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,2,0.124280141152856,44.6538443481842
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,3,0.111868556735184,50.1811432126203
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,4,0.0928286126922364,58.6602750902285
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,5,0.113477319668133,49.464706597181
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,6,0.125429164859992,44.1421451792513
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,7,0.129691875063941,42.2438159670552
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,8,0.110184941227827,50.9309142143558
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,9,0.102537410114856,54.3366188056467
0.765295929698057,"Diffusion Only",0.224550629920361,0.575,10,0.108419166305332,51.7172735860133
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,1,0.0980076049213068,35.2360233160069
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,2,0.0833333333333333,44.9328645329836
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,3,0.0928286126922364,38.658330515937
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,4,0.0867827237631854,42.653487932032
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,5,0.104606042091942,30.8757389134552
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,6,0.0867827237631854,42.653487932032
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,7,0.0752574989159953,50.2694213474086
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,8,0.0795202091199437,47.452598464319
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,9,0.0955106696398532,36.8860121967611
-0.234704070301943,"Diffusion Only",0.15133043080341,0.575,10,0.0899317705039687,40.5725801304319
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,1,0.0795202091199437,73.3356202423655
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,2,0.0397601045599719,86.6678101211828
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,3,0.0582475003613349,80.4686948543492
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,4,0.0501716659439969,83.1766494503799
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,5,0.0648459375319703,78.2561348463727
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,6,0.0648459375319703,78.2561348463727
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,7,0.0250858329719984,91.5883247251899
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,8,0.0582475003613349,80.4686948543492
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,9,0.0501716659439969,83.1766494503799
1.76529592969806,"Diffusion Only",0.298226359820635,0.575,10,0.0501716659439969,83.1766494503799
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,1,0.0250858329719984,92.0831072796209
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,2,0.0582475003613349,81.6175443683426
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,3,0,100
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,4,0.0250858329719984,92.0831072796209
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,5,0.0250858329719984,92.0831072796209
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,6,0.0501716659439969,84.1662145592418
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,7,0,100
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,8,0.0397601045599719,87.4520219159669
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,9,0,100
2.76529592969806,"Diffusion Only",0.316864631845071,0.575,10,0.0397601045599719,87.4520219159669
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,1,0.0397601045599719,87.4143443415249
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,2,0.0250858329719984,92.0593353768631
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,3,0,100
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,4,0,100
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,5,0.0250858329719984,92.0593353768631
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,6,0.0250858329719984,92.0593353768631
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,7,0.0397601045599719,87.4143443415249
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,8,0,100
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,9,0.0250858329719984,92.0593353768631
3.76529592969806,"Diffusion Only",0.315916036787465,0.575,10,0.0582475003613349,81.5623477194602
