"Sim","Spread_Frac","Pp","Virus_D","Max_Productive","Max_Virions","Max_Semi"
7,"Diffusion Only",0.575,-0.234704070301943,268,60260,185
7,"Diffusion Only",0.575,0.0663259253620378,484,113787,333
7,"Diffusion Only",0.575,0.367355921026019,927,216493,544
7,"Diffusion Only",0.575,0.5434471800817,1048,250321,668
7,"Diffusion Only",0.575,0.66838591669,1202,283417,783
7,"Diffusion Only",0.575,0.765295929698057,1308,299839,883
7,"Diffusion Only",0.575,1.06632592536204,1794,390587,1118
7,"Diffusion Only",0.575,1.36735592102602,2358,495814,1559
7,"Diffusion Only",0.575,1.5434471800817,2688,545660,1771
7,"Diffusion Only",0.575,1.66838591669,2917,575658,2082
7,"Diffusion Only",0.575,1.76529592969806,3165,613347,2295
7,"Diffusion Only",0.575,2.06632592536204,4032,685728,3126
7,"Diffusion Only",0.575,2.36735592102602,4745,732812,4406
7,"Diffusion Only",0.575,2.5434471800817,5414,769199,5434
7,"Diffusion Only",0.575,2.66838591669,5524,761470,5552
7,"Diffusion Only",0.575,2.76529592969806,5704,780078,5774
7,"Diffusion Only",0.575,3.06632592536204,5755,773302,5998
7,"Diffusion Only",0.575,3.36735592102602,5778,781950,6107
7,"Diffusion Only",0.575,3.5434471800817,5840,789894,6068
7,"Diffusion Only",0.575,3.66838591669,5652,766520,6118
7,"Diffusion Only",0.575,3.76529592969806,5800,790897,5995
7,"Diffusion Only",1,-0.933674074637962,346,80573,0
7,"Diffusion Only",1,-0.632644078973981,546,132280,0
7,"Diffusion Only",1,-0.4565528199183,712,172479,0
7,"Diffusion Only",1,-0.33161408331,859,207141,0
7,"Diffusion Only",1,-0.234704070301943,1026,238618,0
7,"Diffusion Only",1,0.0663259253620378,1342,305334,0
7,"Diffusion Only",1,0.367355921026019,1709,383891,0
7,"Diffusion Only",1,0.5434471800817,2152,461439,0
7,"Diffusion Only",1,0.66838591669,2347,494640,0
7,"Diffusion Only",1,0.765295929698057,2462,520989,0
7,"Diffusion Only",1,1.06632592536204,3141,605055,0
7,"Diffusion Only",1,1.36735592102602,4129,706337,0
7,"Diffusion Only",1,1.5434471800817,4518,739367,0
7,"Diffusion Only",1,1.66838591669,4752,757730,0
7,"Diffusion Only",1,1.76529592969806,5098,770823,0
7,"Diffusion Only",1,2.06632592536204,5681,782456,0
7,"Diffusion Only",1,2.36735592102602,6335,804515,0
7,"Diffusion Only",1,2.5434471800817,6480,805524,0
7,"Diffusion Only",1,2.66838591669,6628,801946,0
7,"Diffusion Only",1,2.76529592969806,6585,797378,0
7,"Diffusion Only",1,3.06632592536204,6644,802615,0
7,"Diffusion Only",1,3.36735592102602,6711,816791,0
7,"Diffusion Only",1,3.5434471800817,6612,800218,0
7,"Diffusion Only",1,3.66838591669,6705,818105,0
7,"Diffusion Only",1,3.76529592969806,6589,802735,0
8,"Diffusion Only",0.575,-0.933674074637962,85,18864,68
8,"Diffusion Only",0.575,-0.632644078973981,132,30203,93
8,"Diffusion Only",0.575,-0.4565528199183,180,41029,130
8,"Diffusion Only",0.575,-0.33161408331,224,51300,150
8,"Diffusion Only",0.575,-0.234704070301943,259,59498,183
8,"Diffusion Only",0.575,0.0663259253620378,474,111718,326
8,"Diffusion Only",0.575,0.367355921026019,871,210057,557
8,"Diffusion Only",0.575,0.5434471800817,1044,245524,666
8,"Diffusion Only",0.575,0.66838591669,1182,274781,779
8,"Diffusion Only",0.575,0.765295929698057,1305,300472,856
8,"Diffusion Only",0.575,1.06632592536204,1728,384725,1154
8,"Diffusion Only",0.575,1.36735592102602,2350,489217,1641
8,"Diffusion Only",0.575,1.5434471800817,2651,544196,1995
8,"Diffusion Only",0.575,1.66838591669,3032,589368,2048
8,"Diffusion Only",0.575,1.76529592969806,3205,617256,2361
8,"Diffusion Only",0.575,2.06632592536204,3996,695629,3080
8,"Diffusion Only",0.575,2.36735592102602,4911,747659,4479
8,"Diffusion Only",0.575,2.5434471800817,5230,762945,5234
8,"Diffusion Only",0.575,2.66838591669,5502,770084,5522
8,"Diffusion Only",0.575,2.76529592969806,5724,776672,5963
8,"Diffusion Only",0.575,3.06632592536204,5721,773696,6010
8,"Diffusion Only",0.575,3.36735592102602,5637,771772,6131
8,"Diffusion Only",0.575,3.5434471800817,5836,785487,6046
8,"Diffusion Only",0.575,3.66838591669,5665,770308,6110
8,"Diffusion Only",0.575,3.76529592969806,5779,778917,6036
8,"Diffusion Only",1,-0.933674074637962,317,74345,0
8,"Diffusion Only",1,-0.632644078973981,544,125522,0
8,"Diffusion Only",1,-0.4565528199183,709,171159,0
8,"Diffusion Only",1,-0.33161408331,903,213045,0
8,"Diffusion Only",1,-0.234704070301943,953,225484,0
8,"Diffusion Only",1,0.0663259253620378,1275,295196,0
8,"Diffusion Only",1,0.367355921026019,1668,378926,0
8,"Diffusion Only",1,0.5434471800817,2092,455916,0
8,"Diffusion Only",1,0.66838591669,2270,487233,0
8,"Diffusion Only",1,0.765295929698057,2557,534167,0
8,"Diffusion Only",1,1.06632592536204,3232,621969,0
8,"Diffusion Only",1,1.36735592102602,4187,708728,0
8,"Diffusion Only",1,1.5434471800817,4502,734371,0
8,"Diffusion Only",1,1.66838591669,4694,744169,0
8,"Diffusion Only",1,1.76529592969806,5165,773352,0
8,"Diffusion Only",1,2.06632592536204,5739,787395,0
8,"Diffusion Only",1,2.36735592102602,6329,798399,0
8,"Diffusion Only",1,2.5434471800817,6509,801863,0
8,"Diffusion Only",1,2.66838591669,6554,805678,0
8,"Diffusion Only",1,2.76529592969806,6582,807273,0
8,"Diffusion Only",1,3.06632592536204,6600,800372,0
8,"Diffusion Only",1,3.36735592102602,6583,798819,0
8,"Diffusion Only",1,3.5434471800817,6649,816425,0
8,"Diffusion Only",1,3.66838591669,6671,814424,0
8,"Diffusion Only",1,3.76529592969806,6579,804015,0
9,"Diffusion Only",0.575,-0.933674074637962,82,18876,63
9,"Diffusion Only",0.575,-0.632644078973981,122,27843,93
9,"Diffusion Only",0.575,-0.4565528199183,170,39083,124
9,"Diffusion Only",0.575,-0.33161408331,226,51372,165
9,"Diffusion Only",0.575,-0.234704070301943,274,61667,180
9,"Diffusion Only",0.575,0.0663259253620378,481,110497,351
9,"Diffusion Only",0.575,0.367355921026019,854,202639,573
9,"Diffusion Only",0.575,0.5434471800817,1090,252028,670
9,"Diffusion Only",0.575,0.66838591669,1188,280841,789
9,"Diffusion Only",0.575,0.765295929698057,1271,296407,877
9,"Diffusion Only",0.575,1.06632592536204,1759,383996,1180
9,"Diffusion Only",0.575,1.36735592102602,2227,476924,1521
9,"Diffusion Only",0.575,1.5434471800817,2684,546479,1852
9,"Diffusion Only",0.575,1.66838591669,3025,594492,2094
9,"Diffusion Only",0.575,1.76529592969806,3199,619910,2238
9,"Diffusion Only",0.575,2.06632592536204,4059,703898,3297
9,"Diffusion Only",0.575,2.36735592102602,4922,746086,4324
9,"Diffusion Only",0.575,2.5434471800817,5380,771549,5455
9,"Diffusion Only",0.575,2.66838591669,5609,772235,6003
9,"Diffusion Only",0.575,2.76529592969806,5599,770082,5925
9,"Diffusion Only",0.575,3.06632592536204,5731,772815,6057
9,"Diffusion Only",0.575,3.36735592102602,5718,768878,6102
9,"Diffusion Only",0.575,3.5434471800817,5721,780859,6181
9,"Diffusion Only",0.575,3.66838591669,5752,781152,6133
9,"Diffusion Only",0.575,3.76529592969806,5797,783584,6114
9,"Diffusion Only",1,-0.933674074637962,344,80535,0
9,"Diffusion Only",1,-0.632644078973981,555,126892,0
9,"Diffusion Only",1,-0.4565528199183,745,182042,0
9,"Diffusion Only",1,-0.33161408331,818,199559,0
9,"Diffusion Only",1,-0.234704070301943,943,223891,0
9,"Diffusion Only",1,0.0663259253620378,1331,301551,0
9,"Diffusion Only",1,0.367355921026019,1690,379910,0
9,"Diffusion Only",1,0.5434471800817,2061,451395,0
9,"Diffusion Only",1,0.66838591669,2406,498680,0
9,"Diffusion Only",1,0.765295929698057,2414,501158,0
9,"Diffusion Only",1,1.06632592536204,3292,632771,0
9,"Diffusion Only",1,1.36735592102602,4129,708215,0
9,"Diffusion Only",1,1.5434471800817,4413,729768,0
9,"Diffusion Only",1,1.66838591669,4817,753496,0
9,"Diffusion Only",1,1.76529592969806,5022,759743,0
9,"Diffusion Only",1,2.06632592536204,5804,797516,0
9,"Diffusion Only",1,2.36735592102602,6395,804430,0
9,"Diffusion Only",1,2.5434471800817,6468,795096,0
9,"Diffusion Only",1,2.66838591669,6658,808166,0
9,"Diffusion Only",1,2.76529592969806,6647,814511,0
9,"Diffusion Only",1,3.06632592536204,6664,808569,0
9,"Diffusion Only",1,3.36735592102602,6589,801384,0
9,"Diffusion Only",1,3.5434471800817,6741,823616,0
9,"Diffusion Only",1,3.66838591669,6639,804464,0
9,"Diffusion Only",1,3.76529592969806,6595,805272,0
10,"Diffusion Only",0.575,-0.933674074637962,89,18525,73
10,"Diffusion Only",0.575,-0.632644078973981,105,23924,93
10,"Diffusion Only",0.575,-0.4565528199183,164,38274,121
10,"Diffusion Only",0.575,-0.33161408331,217,49121,155
10,"Diffusion Only",0.575,-0.234704070301943,257,60409,183
10,"Diffusion Only",0.575,0.0663259253620378,455,107584,331
10,"Diffusion Only",0.575,0.367355921026019,892,214484,562
10,"Diffusion Only",0.575,0.5434471800817,1045,244497,684
