Sort.Num,Expt,Delay,Cell.ID,Cell.Type,PB2,PB1,PA,HA,NP,NA,M,NS,Help.PB2,Help.PB1
Nate.8,NTJ9,4,89,Test,0,0,0,0,0,0,0,0,0,0
Nate.8,NTJ9,4,90,var,0,0,0,0,0,0,0,0,0,0
Nate.8,NTJ9,4,91,var,0,0,0,0,0,0,0,0,0,0
Nate.8,NTJ9,4,92,Test,0,0,0,0,0,0,0,0,1,1
Nate.8,NTJ9,4,93,Test,0,0,0,0,0,0,0,0,1,1
Nate.8,NTJ9,4,94,Test,0,0,0,0,0,0,0,0,0,0
Nate.8,NTJ9,4,95,Co,0,0,0,0,0,0,0,0,0,0
Nate.8,NTJ9,4,96,Co,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,1,Test,0,0,0,0,0,0,0,0,0,1
Nate.9,NTJ10,0,2,Test,0,1,0,0,0,1,1,0,1,1
Nate.9,NTJ10,0,3,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,4,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,5,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,6,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,7,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,8,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,9,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,10,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,11,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,12,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,13,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,14,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,15,Test,0,1,1,1,1,1,0,0,1,1
Nate.9,NTJ10,0,16,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,17,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,18,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,19,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,20,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,21,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,22,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,23,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,24,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,25,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,26,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,27,Test,0,0,1,1,1,0,0,0,1,1
Nate.9,NTJ10,0,28,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,29,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,30,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,31,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,32,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,33,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,34,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,35,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,36,Test,0,0,0,0,1,1,1,0,1,1
Nate.9,NTJ10,0,37,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,38,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,39,Test,1,1,1,0,1,1,1,1,1,1
Nate.9,NTJ10,0,40,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,41,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,42,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,43,Test,1,1,0,1,1,1,1,0,1,1
Nate.9,NTJ10,0,44,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,45,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,46,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,47,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,48,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,49,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,50,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,51,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,52,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,53,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,54,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,55,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,56,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,57,Test,1,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,58,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,59,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,60,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,61,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,62,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,63,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,64,Test,1,0,0,1,1,1,1,1,1,1
Nate.9,NTJ10,0,65,Test,0,0,0,0,1,1,1,0,1,1
Nate.9,NTJ10,0,66,Test,0,1,0,0,1,0,0,0,1,1
Nate.9,NTJ10,0,67,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,68,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,69,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,70,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,71,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,72,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,73,Test,0,0,1,0,0,0,0,0,1,1
Nate.9,NTJ10,0,74,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,75,Test,0,0,0,0,0,0,1,1,1,1
Nate.9,NTJ10,0,76,Test,1,1,0,0,1,0,1,1,1,1
Nate.9,NTJ10,0,77,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,78,Test,0,1,0,0,0,0,0,1,1,1
Nate.9,NTJ10,0,79,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,80,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,81,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,82,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,83,Test,0,1,0,1,0,1,1,1,1,1
Nate.9,NTJ10,0,84,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,85,WT,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,86,WT,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,87,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,88,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,89,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,90,var,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,91,var,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,92,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,93,Test,1,1,1,1,1,1,1,1,1,1
Nate.9,NTJ10,0,94,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,0,95,Co,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,0,96,Co,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,1,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,2,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,3,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,4,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,5,Test,0,0,0,0,0,0,1,0,1,1
Nate.9,NTJ10,4,6,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,7,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,8,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,9,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,10,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,11,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,12,Neg,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,13,Test,1,0,0,1,0,0,0,1,1,1
Nate.9,NTJ10,4,14,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,15,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,16,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,17,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,18,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,19,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,20,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,21,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,22,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,23,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,24,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,25,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,26,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,27,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,28,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,29,Test,0,0,1,0,0,0,0,0,1,1
Nate.9,NTJ10,4,30,Test,0,1,0,1,0,0,1,1,1,1
Nate.9,NTJ10,4,31,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,32,Test,0,0,0,0,0,0,0,1,1,1
Nate.9,NTJ10,4,33,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,34,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,35,Test,1,0,1,1,0,0,1,1,1,1
Nate.9,NTJ10,4,36,Test,1,0,0,1,0,0,1,1,1,1
Nate.9,NTJ10,4,37,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,38,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,39,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,40,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,41,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,42,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,43,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,44,Test,1,1,0,1,0,0,1,1,1,1
Nate.9,NTJ10,4,45,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,46,Test,0,0,0,0,1,0,0,0,1,1
Nate.9,NTJ10,4,47,Test,1,1,0,1,0,0,1,1,1,1
Nate.9,NTJ10,4,48,Test,1,1,0,1,0,0,0,1,1,1
Nate.9,NTJ10,4,49,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,50,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,51,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,52,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,53,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,54,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,55,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,56,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,57,Test,0,0,0,0,1,1,0,0,1,1
Nate.9,NTJ10,4,58,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,59,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,60,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,61,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,62,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,63,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,64,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,65,Test,0,0,0,0,1,1,0,0,1,1
Nate.9,NTJ10,4,66,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,67,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,68,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,69,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,70,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,71,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,72,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,73,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,74,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,75,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,76,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,77,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,78,Test,0,0,0,0,0,0,0,1,1,1
Nate.9,NTJ10,4,79,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,80,Test,0,0,0,0,0,0,0,1,1,1
Nate.9,NTJ10,4,81,Test,1,1,1,1,0,0,1,1,1,1
Nate.9,NTJ10,4,82,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,83,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,84,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,85,WT,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,86,WT,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,87,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,88,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,89,Test,0,0,0,1,0,0,1,1,1,1
Nate.9,NTJ10,4,90,var,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,91,var,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,92,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,93,Test,0,0,0,0,0,0,0,0,1,1
Nate.9,NTJ10,4,94,Test,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,95,Co,0,0,0,0,0,0,0,0,0,0
Nate.9,NTJ10,4,96,Co,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,1,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,2,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,3,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,4,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,5,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,6,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,7,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,8,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,9,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,10,Neg,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,11,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,12,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,13,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,14,Test,0,0,0,0,1,0,0,1,1,1
Nate.10,NTJ11,0,15,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,16,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,17,Test,0,0,0,0,0,0,0,1,1,1
Nate.10,NTJ11,0,18,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,19,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,20,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,21,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,22,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,23,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,24,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,25,Test,0,0,0,1,0,0,0,0,1,1
Nate.10,NTJ11,0,26,Test,1,0,1,1,1,1,1,0,1,1
Nate.10,NTJ11,0,27,Test,1,1,1,1,1,1,1,1,1,1
Nate.10,NTJ11,0,28,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,29,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,30,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,31,Test,1,1,1,1,1,1,1,1,1,1
Nate.10,NTJ11,0,32,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,33,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,34,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,35,Test,0,0,0,0,0,0,0,1,1,1
Nate.10,NTJ11,0,36,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,37,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,38,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,39,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,40,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,41,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,42,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,43,Test,1,1,0,1,0,1,1,1,1,1
Nate.10,NTJ11,0,44,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,45,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,46,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,47,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,48,Test,1,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,49,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,50,Test,1,0,1,1,1,1,1,1,1,1
Nate.10,NTJ11,0,51,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,52,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,53,Test,1,0,0,1,1,1,1,1,1,1
Nate.10,NTJ11,0,54,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,55,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,56,Test,0,1,1,1,0,1,1,0,1,1
Nate.10,NTJ11,0,57,Test,1,0,1,1,1,1,1,1,1,1
Nate.10,NTJ11,0,58,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,59,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,60,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,61,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,62,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,63,Test,1,1,1,1,1,1,1,1,1,1
Nate.10,NTJ11,0,64,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,65,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,66,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,67,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,68,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,69,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,70,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,71,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,72,Test,0,0,0,0,0,1,1,0,1,1
Nate.10,NTJ11,0,73,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,74,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,75,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,76,Test,1,1,1,1,1,1,1,1,1,1
Nate.10,NTJ11,0,77,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,78,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,79,Test,1,0,0,1,1,0,1,1,1,1
Nate.10,NTJ11,0,80,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,81,Test,1,1,0,0,1,1,1,1,1,1
Nate.10,NTJ11,0,82,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,83,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,84,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,0,85,WT,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,86,WT,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,87,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,88,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,89,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,90,var,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,91,var,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,92,Test,0,0,1,1,1,1,1,1,1,1
Nate.10,NTJ11,0,93,Test,0,0,0,1,1,0,0,0,1,1
Nate.10,NTJ11,0,94,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,95,Co,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,0,96,Co,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,1,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,2,Test,0,0,0,0,0,1,0,1,1,1
Nate.10,NTJ11,4,3,Test,1,1,0,0,1,0,1,1,1,1
Nate.10,NTJ11,4,4,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,5,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,6,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,7,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,8,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,9,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,10,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,11,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,12,Neg,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,13,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,14,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,15,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,16,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,17,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,18,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,19,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,20,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,21,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,22,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,23,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,24,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,25,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,26,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,27,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,28,Test,0,0,0,0,0,1,0,0,1,1
Nate.10,NTJ11,4,29,Test,1,1,1,1,1,0,1,0,1,1
Nate.10,NTJ11,4,30,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,31,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,32,Test,0,1,0,0,1,0,0,1,1,1
Nate.10,NTJ11,4,33,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,34,Test,1,1,0,1,1,1,1,1,1,1
Nate.10,NTJ11,4,35,Test,0,0,0,0,0,1,0,1,1,1
Nate.10,NTJ11,4,36,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,37,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,38,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,39,Test,0,0,0,0,1,0,0,0,1,1
Nate.10,NTJ11,4,40,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,41,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,42,Test,0,0,0,0,1,0,0,1,1,1
Nate.10,NTJ11,4,43,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,44,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,45,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,46,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,47,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,48,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,49,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,50,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,51,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,52,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,53,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,54,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,55,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,56,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,57,Test,0,0,0,0,0,0,0,0,1,1
Nate.10,NTJ11,4,58,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,59,Test,0,0,0,0,0,0,0,0,0,0
Nate.10,NTJ11,4,60,Test,0,0,0,0,0,0,0,0,0,0
