"MOI","Time","se.Burst","Burst","se.Amp","Amp"
1,48,0.458753829756991,8.98101359628941,0.28998772723073,5.67708333333333
3,48,0.428097559762833,11.565390206232,0.135594612428935,3.66319444444444
6,48,0.76914192172599,11.8000828142941,0.127872568252224,1.96180555555556
10,48,0.290000893250914,10.990082282297,0.028998772723073,1.09895833333333
20,48,2.10664046435843,11.7708333575948,0.105332023000816,0.588541666666667
