"MOI","HA.Prop","HA.Prop.se","HA.MFI","HA.MFI.se"
1,80.5,1.92873015219859,1135.66666666667,188.614539324105
3,94.7333333333333,0.611918658356197,6235,466.86507686911
6,96.4666666666667,0.523874454850056,10853.6666666667,399.243590361128
10,98.7333333333333,0.120185042515467,15554.3333333333,945.702971926763
20,99.0333333333333,0.145296631451356,17276.6666666667,991.185373401184
